# t[days] u g r i z y J H K
0.20202 -10.716 -11.226 -9.295 -9.825 -11.384 -8.664 -7.938 -9.113 -10.596 
0.40404 -13.330 -14.408 -14.411 -14.740 -14.429 -13.503 -13.538 -12.800 -12.917 
0.60606 -14.496 -15.066 -15.219 -15.249 -14.882 -14.814 -14.592 -14.585 -12.989 
0.80808 -14.214 -15.199 -15.596 -15.187 -15.563 -15.078 -15.101 -14.836 -14.764 
1.01010 -13.868 -15.409 -15.803 -15.818 -15.815 -15.472 -15.470 -15.481 -14.886 
1.21212 -13.206 -15.112 -15.487 -15.773 -15.522 -15.318 -15.304 -15.493 -14.304 
1.41414 -13.845 -14.934 -15.370 -15.690 -15.604 -15.405 -15.563 -15.588 -14.429 
1.61616 -12.559 -14.716 -15.560 -15.531 -15.698 -15.500 -15.928 -15.535 -15.169 
1.81818 -11.600 -14.542 -15.239 -15.376 -15.744 -15.781 -15.783 -15.962 -15.612 
2.02020 -11.821 -14.314 -15.230 -15.538 -15.855 -15.670 -15.755 -15.749 -15.692 
2.22222 -11.549 -14.222 -15.044 -15.410 -15.747 -15.787 -15.671 -15.965 -15.763 
2.42424 -11.611 -13.724 -14.809 -15.359 -15.578 -15.623 -15.797 -15.714 -15.715 
2.62626 -11.609 -13.550 -14.618 -15.172 -15.680 -15.673 -15.672 -15.767 -15.688 
2.82828 -11.460 -13.338 -14.460 -15.128 -15.499 -15.681 -15.709 -15.812 -15.841 
3.03030 -11.476 -13.103 -14.261 -14.836 -15.255 -15.480 -15.534 -15.689 -15.543 
3.23232 -11.422 -12.607 -14.041 -14.767 -15.253 -15.496 -15.470 -15.640 -15.687 
3.43434 -11.133 -12.696 -13.882 -14.680 -15.135 -15.375 -15.497 -15.568 -15.577 
3.63636 -10.943 -12.300 -13.543 -14.279 -14.968 -15.092 -15.406 -15.329 -15.357 
3.83838 -10.796 -12.263 -13.344 -14.199 -14.984 -15.055 -15.252 -15.351 -15.264 
