# t[days] u g r i z y J H K
0.20202 -12.126 -12.644 -13.644 -13.323 -10.741 -11.159 -9.028 -8.330 -7.614 
0.40404 -14.176 -14.708 -14.808 -14.540 -13.976 -14.629 -14.329 -10.626 -11.608 
0.60606 -14.663 -15.315 -15.690 -15.795 -15.354 -14.966 -14.903 -13.519 -13.809 
0.80808 -14.635 -15.934 -16.051 -16.161 -15.868 -15.513 -15.187 -14.604 -14.638 
1.01010 -14.411 -15.841 -16.182 -16.092 -15.995 -15.770 -15.694 -15.343 -14.675 
1.21212 -14.259 -15.685 -16.193 -16.145 -16.158 -15.993 -16.120 -15.387 -15.570 
1.41414 -14.105 -15.863 -16.110 -16.230 -16.223 -16.362 -16.065 -15.673 -16.024 
1.61616 -13.961 -15.604 -16.114 -16.291 -16.371 -16.351 -16.289 -16.206 -15.729 
1.81818 -13.591 -15.481 -15.872 -16.243 -16.229 -16.441 -16.251 -16.141 -15.612 
2.02020 -13.303 -15.194 -15.765 -16.053 -16.259 -16.262 -16.249 -16.137 -15.914 
2.22222 -13.091 -14.983 -15.567 -15.831 -16.234 -16.366 -16.215 -16.003 -15.908 
2.42424 -12.760 -14.684 -15.155 -15.672 -16.001 -16.081 -16.059 -15.957 -16.033 
2.62626 -12.216 -14.331 -14.965 -15.441 -15.805 -15.962 -16.038 -15.916 -15.776 
2.82828 -12.170 -14.040 -14.903 -15.429 -15.786 -15.909 -15.923 -15.859 -15.879 
3.03030 -11.851 -13.705 -14.570 -15.232 -15.705 -15.779 -15.829 -15.698 -15.725 
3.23232 -11.793 -13.622 -14.579 -15.102 -15.550 -15.742 -15.766 -15.635 -15.525 
3.43434 -11.776 -13.431 -14.211 -14.957 -15.429 -15.721 -15.572 -15.685 -15.496 
3.63636 -11.318 -13.110 -14.070 -14.751 -15.236 -15.498 -15.516 -15.513 -15.384 
3.83838 -11.054 -12.859 -14.004 -14.642 -15.038 -15.356 -15.404 -15.394 -15.290 
4.04040 -11.059 -12.741 -13.940 -14.586 -15.090 -15.279 -15.306 -15.416 -15.252 
4.24242 -10.809 -12.714 -13.680 -14.445 -14.986 -15.181 -15.244 -15.303 -15.159 
4.44444 -10.551 -12.430 -13.455 -14.271 -14.786 -15.108 -15.071 -15.069 -14.955 
4.64646 -10.498 -12.302 -13.391 -14.119 -14.651 -14.849 -15.021 -15.077 -14.963 
4.84848 -10.300 -11.992 -13.254 -13.936 -14.566 -14.908 -14.996 -14.858 -14.909 
5.05051 -10.009 -11.806 -13.159 -13.866 -14.530 -14.794 -14.830 -14.983 -14.943 
5.25253 -10.110 -11.857 -12.979 -13.762 -14.364 -14.679 -14.803 -14.736 -14.720 
5.45455 -9.795 -11.710 -12.779 -13.768 -14.273 -14.562 -14.653 -14.744 -14.729 
5.65657 -9.291 -11.428 -12.687 -13.511 -14.153 -14.434 -14.535 -14.561 -14.765 
5.85859 -9.157 -11.293 -12.675 -13.399 -14.058 -14.323 -14.520 -14.535 -14.554 
6.06061 -9.469 -11.449 -12.673 -13.450 -14.015 -14.349 -14.399 -14.405 -14.367 
6.26263 -9.028 -11.200 -12.511 -13.326 -14.004 -14.184 -14.300 -14.307 -14.373 
6.46465 -8.879 -11.182 -12.444 -13.265 -13.862 -14.120 -14.254 -14.287 -14.344 
6.66667 -8.896 -11.012 -12.387 -13.178 -13.789 -14.080 -14.149 -14.240 -14.342 
6.86869 -8.598 -10.729 -12.117 -13.180 -13.718 -13.992 -14.210 -14.321 -14.171 
7.07071 -8.163 -10.543 -12.026 -13.023 -13.665 -13.876 -14.046 -14.083 -14.007 
7.27273 -8.366 -10.473 -11.956 -12.878 -13.531 -13.874 -13.928 -14.075 -13.975 
7.47475 -7.802 -10.255 -11.799 -12.811 -13.415 -13.758 -13.825 -13.993 -14.021 
7.67677 -7.684 -10.195 -11.665 -12.699 -13.350 -13.720 -13.822 -13.855 -13.992 
7.87879 -7.355 -9.986 -11.462 -12.571 -13.234 -13.626 -13.736 -13.806 -13.842 
8.08081 -7.702 -9.895 -11.497 -12.458 -13.145 -13.484 -13.680 -13.794 -13.826 
8.28283 -7.071 -9.663 -11.307 -12.360 -13.177 -13.517 -13.669 -13.667 -13.718 
8.48485 -6.918 -9.722 -11.328 -12.353 -13.078 -13.418 -13.597 -13.547 -13.684 
8.68687 -6.578 -9.380 -11.182 -12.221 -12.961 -13.361 -13.484 -13.575 -13.731 
8.88889 -6.787 -9.476 -11.009 -12.214 -12.820 -13.248 -13.399 -13.481 -13.509 
9.09091 -6.121 -9.054 -10.796 -12.129 -12.856 -13.136 -13.349 -13.435 -13.515 
9.29293 -6.179 -8.965 -10.952 -11.982 -12.737 -13.024 -13.327 -13.328 -13.411 
9.49495 -6.219 -8.758 -10.513 -11.863 -12.622 -13.073 -13.267 -13.335 -13.405 
9.69697 -5.923 -8.819 -10.487 -11.831 -12.481 -12.947 -13.155 -13.246 -13.310 
9.89899 -5.223 -8.592 -10.356 -11.791 -12.503 -12.870 -13.112 -13.137 -13.232 
10.10101 -5.547 -8.713 -10.313 -11.657 -12.404 -12.785 -13.064 -13.191 -13.170 
10.30303 -5.026 -8.260 -10.165 -11.633 -12.318 -12.692 -13.009 -13.204 -13.146 
10.50505 -5.389 -7.999 -10.127 -11.467 -12.250 -12.731 -12.962 -13.101 -13.013 
10.70707 -4.560 -7.775 -10.027 -11.271 -12.153 -12.583 -12.958 -13.081 -13.174 
10.90909 -4.463 -7.664 -9.866 -11.339 -12.063 -12.551 -12.838 -13.052 -13.141 
11.11111 -4.406 -7.561 -9.790 -11.165 -12.119 -12.577 -12.837 -13.013 -12.942 
11.31313 -4.618 -7.867 -9.690 -11.246 -12.067 -12.496 -12.745 -12.916 -12.944 
11.51515 -4.327 -7.291 -9.604 -11.067 -11.890 -12.402 -12.761 -12.920 -12.956 
11.71717 -4.081 -7.169 -9.503 -11.046 -11.851 -12.311 -12.679 -12.894 -12.999 
11.91919 -4.236 -7.378 -9.390 -10.888 -11.890 -12.279 -12.676 -12.835 -12.899 
12.12121 -3.553 -7.013 -9.221 -10.805 -11.773 -12.181 -12.644 -12.781 -12.896 
12.32323 -3.469 -6.848 -9.261 -10.742 -11.617 -12.144 -12.574 -12.848 -12.801 
12.52525 -3.056 -6.728 -9.116 -10.665 -11.737 -12.146 -12.540 -12.756 -12.874 
12.72727 -2.940 -6.601 -8.907 -10.590 -11.523 -12.086 -12.525 -12.674 -12.774 
12.92929 -2.807 -6.369 -8.850 -10.505 -11.551 -12.026 -12.444 -12.681 -12.756 
13.13131 -2.750 -6.551 -8.733 -10.468 -11.471 -11.993 -12.395 -12.715 -12.756 
13.33333 -2.650 -6.346 -8.730 -10.437 -11.415 -11.933 -12.399 -12.636 -12.725 
13.53535 -2.291 -6.464 -8.679 -10.362 -11.373 -11.910 -12.414 -12.674 -12.695 
13.73737 -2.155 -5.847 -8.578 -10.257 -11.277 -11.817 -12.326 -12.617 -12.667 
13.93939 -2.762 -5.704 -8.459 -10.189 -11.257 -11.782 -12.372 -12.588 -12.690 
14.14141 -2.341 -5.624 -8.402 -10.129 -11.128 -11.700 -12.315 -12.612 -12.638 
14.34343 -2.702 -5.514 -8.233 -10.004 -11.159 -11.730 -12.247 -12.532 -12.725 
14.54545 -1.766 -5.270 -8.241 -10.044 -11.084 -11.672 -12.235 -12.582 -12.639 
14.74747 -1.617 -5.265 -8.032 -9.899 -11.088 -11.628 -12.197 -12.546 -12.616 
14.94949 -1.510 -4.861 -7.930 -9.893 -10.979 -11.544 -12.162 -12.495 -12.663 
15.15152 -1.437 -5.010 -7.865 -9.756 -10.971 -11.544 -12.187 -12.499 -12.601 
15.35354 -1.518 -4.944 -7.842 -9.788 -10.859 -11.515 -12.068 -12.463 -12.569 
15.55556 -1.462 -5.120 -8.027 -9.745 -10.814 -11.472 -12.055 -12.458 -12.577 
15.75758 -1.223 -4.518 -7.667 -9.647 -10.770 -11.401 -12.045 -12.439 -12.504 
15.95960 -1.703 -4.434 -7.632 -9.568 -10.753 -11.421 -12.030 -12.391 -12.542 
16.16162 -1.107 -4.613 -7.500 -9.469 -10.741 -11.353 -11.970 -12.399 -12.525 
16.36364 -0.950 -4.386 -7.351 -9.406 -10.695 -11.275 -11.966 -12.343 -12.523 
16.56566 -0.879 -4.511 -7.329 -9.445 -10.667 -11.265 -11.982 -12.356 -12.544 
16.76768 -0.701 -4.460 -7.276 -9.290 -10.554 -11.276 -11.893 -12.309 -12.451 
16.96970 -0.613 -3.949 -7.251 -9.333 -10.501 -11.207 -11.854 -12.311 -12.480 
17.17172 -0.477 -3.950 -7.089 -9.271 -10.417 -11.147 -11.835 -12.275 -12.458 
17.37374 -0.438 -3.986 -6.933 -9.119 -10.480 -11.134 -11.793 -12.297 -12.454 
17.57576 -0.324 -3.571 -6.937 -9.146 -10.357 -11.114 -11.782 -12.213 -12.429 
17.77778 -0.188 -3.718 -6.955 -9.089 -10.269 -11.047 -11.749 -12.215 -12.426 
17.97980 -0.053 -4.323 -6.617 -8.906 -10.274 -11.036 -11.748 -12.234 -12.419 
18.18182 0.064 -3.407 -6.693 -8.913 -10.226 -10.978 -11.671 -12.213 -12.392 
18.38384 0.239 -3.210 -6.662 -8.882 -10.194 -10.931 -11.663 -12.170 -12.350 
18.58586 0.380 -3.337 -6.538 -8.761 -10.048 -10.766 -11.667 -12.090 -12.347 
18.78788 0.482 -3.385 -6.481 -8.733 -10.105 -10.812 -11.572 -12.061 -12.329 
18.98990 0.648 -3.576 -6.248 -8.773 -10.019 -10.721 -11.560 -12.070 -12.293 
19.19192 0.631 -3.089 -6.112 -8.634 -10.027 -10.687 -11.572 -11.985 -12.241 
19.39394 0.891 -2.764 -6.203 -8.542 -9.919 -10.646 -11.421 -11.960 -12.255 
19.59596 0.950 -2.231 -5.917 -8.353 -9.862 -10.603 -11.470 -11.959 -12.150 
19.79798 1.010 -2.102 -5.774 -8.486 -9.679 -10.505 -11.259 -11.874 -12.095 
20.00000 1.300 -2.296 -5.637 -8.342 -9.548 -10.408 -11.193 -11.739 -11.970 
