# t[days] u g r i z y J H K
0.20202 -13.067 -12.626 -12.565 -11.799 -12.435 -11.471 -11.523 -9.005 -14.913 
0.40404 -13.954 -15.001 -15.069 -14.160 -15.021 -14.424 -12.943 -12.016 -12.842 
0.60606 -14.430 -15.057 -15.197 -14.995 -15.197 -14.419 -14.151 -13.856 -14.549 
0.80808 -13.874 -14.772 -14.959 -15.022 -14.888 -14.451 -14.078 -14.595 -13.792 
1.01010 -13.432 -14.524 -14.283 -14.836 -14.910 -14.636 -14.763 -14.618 -13.724 
1.21212 -13.648 -14.817 -15.149 -15.464 -15.357 -15.290 -14.670 -14.870 -14.385 
1.41414 -13.737 -14.986 -15.511 -15.753 -15.916 -15.932 -15.763 -15.348 -15.131 
1.61616 -14.169 -15.332 -15.882 -16.123 -16.086 -16.150 -16.091 -15.566 -15.797 
1.81818 -14.153 -15.220 -15.743 -16.062 -16.346 -16.352 -16.034 -15.927 -15.706 
2.02020 -14.104 -15.093 -15.573 -16.077 -16.225 -16.268 -16.114 -15.914 -15.801 
2.22222 -14.018 -14.975 -15.509 -15.921 -16.309 -16.388 -16.256 -16.155 -15.674 
2.42424 -13.851 -14.768 -15.382 -15.829 -16.170 -16.211 -16.104 -15.913 -15.958 
2.62626 -13.364 -14.406 -15.206 -15.618 -15.987 -16.138 -16.167 -16.134 -15.869 
2.82828 -13.653 -14.456 -14.940 -15.489 -15.837 -16.047 -15.958 -15.774 -15.841 
3.03030 -13.107 -14.172 -14.808 -15.267 -15.670 -15.918 -15.869 -15.879 -15.770 
3.23232 -13.035 -13.989 -14.766 -15.153 -15.722 -15.997 -15.678 -15.842 -15.696 
3.43434 -12.938 -13.762 -14.490 -15.064 -15.514 -15.660 -15.733 -15.518 -15.393 
3.63636 -12.729 -13.722 -14.357 -14.905 -15.355 -15.553 -15.531 -15.339 -15.348 
3.83838 -12.691 -13.572 -14.216 -14.714 -15.256 -15.474 -15.415 -15.285 -15.105 
4.04040 -12.067 -13.319 -14.104 -14.720 -15.131 -15.368 -15.230 -15.070 -14.869 
4.24242 -12.031 -13.337 -14.064 -14.672 -15.107 -15.369 -15.269 -15.101 -14.941 
4.44444 -11.832 -12.945 -13.810 -14.426 -14.991 -15.209 -15.129 -15.041 -14.945 
4.64646 -12.036 -12.979 -13.730 -14.404 -14.931 -15.118 -15.056 -14.811 -14.696 
4.84848 -11.608 -12.821 -13.673 -14.256 -14.793 -14.938 -14.905 -14.721 -14.562 
5.05051 -11.571 -12.716 -13.471 -14.148 -14.731 -14.967 -14.845 -14.678 -14.588 
5.25253 -11.151 -12.400 -13.364 -14.045 -14.506 -14.788 -14.783 -14.618 -14.505 
5.45455 -10.847 -12.251 -13.219 -13.981 -14.587 -14.747 -14.605 -14.442 -14.428 
5.65657 -10.425 -12.043 -13.081 -13.751 -14.307 -14.697 -14.546 -14.420 -14.269 
5.85859 -10.532 -11.970 -12.992 -13.681 -14.200 -14.480 -14.406 -14.249 -14.181 
6.06061 -10.095 -12.032 -13.005 -13.695 -14.152 -14.446 -14.398 -14.075 -14.108 
6.26263 -9.676 -11.695 -12.824 -13.567 -14.151 -14.374 -14.357 -14.197 -14.009 
6.46465 -9.545 -11.570 -12.633 -13.503 -13.981 -14.335 -14.268 -14.108 -13.968 
6.66667 -9.513 -11.395 -12.531 -13.229 -13.936 -14.167 -14.180 -13.958 -13.849 
6.86869 -9.010 -11.294 -12.445 -13.204 -13.758 -14.146 -14.181 -14.005 -13.855 
7.07071 -9.144 -11.179 -12.278 -13.068 -13.658 -14.055 -14.077 -13.859 -13.837 
7.27273 -8.869 -10.939 -12.140 -13.064 -13.618 -13.910 -14.059 -13.998 -13.687 
7.47475 -8.458 -10.761 -12.081 -12.962 -13.530 -13.950 -13.890 -13.801 -13.653 
7.67677 -8.030 -10.350 -11.892 -12.836 -13.435 -13.714 -13.901 -13.693 -13.581 
7.87879 -8.399 -10.346 -11.788 -12.763 -13.458 -13.730 -13.829 -13.660 -13.431 
8.08081 -7.845 -10.146 -11.508 -12.605 -13.291 -13.617 -13.759 -13.712 -13.509 
8.28283 -7.970 -10.099 -11.541 -12.547 -13.214 -13.517 -13.689 -13.521 -13.376 
8.48485 -7.610 -9.811 -11.337 -12.595 -13.130 -13.494 -13.643 -13.597 -13.388 
8.68687 -7.048 -9.826 -11.342 -12.392 -12.943 -13.419 -13.609 -13.518 -13.307 
8.88889 -6.864 -9.611 -11.251 -12.294 -13.014 -13.349 -13.461 -13.422 -13.244 
9.09091 -6.808 -9.499 -11.057 -12.189 -12.958 -13.202 -13.362 -13.452 -13.319 
9.29293 -6.437 -9.168 -11.007 -12.116 -12.818 -13.100 -13.374 -13.384 -13.172 
9.49495 -6.441 -9.183 -10.952 -12.045 -12.705 -13.066 -13.282 -13.317 -13.133 
9.69697 -6.061 -9.302 -10.988 -11.998 -12.623 -13.022 -13.279 -13.325 -13.122 
9.89899 -5.654 -8.703 -10.609 -11.864 -12.592 -13.010 -13.218 -13.198 -13.072 
10.10101 -5.958 -8.731 -10.580 -11.721 -12.492 -12.830 -13.132 -13.293 -13.139 
10.30303 -5.493 -8.549 -10.421 -11.682 -12.384 -12.793 -13.074 -13.093 -12.991 
10.50505 -5.619 -8.372 -10.288 -11.484 -12.319 -12.698 -13.034 -13.034 -13.037 
10.70707 -4.669 -8.214 -10.206 -11.528 -12.314 -12.661 -13.024 -13.113 -12.951 
10.90909 -4.487 -8.208 -10.113 -11.406 -12.215 -12.649 -12.965 -13.053 -12.906 
11.11111 -4.682 -7.766 -10.106 -11.330 -12.104 -12.486 -12.862 -13.048 -12.940 
11.31313 -5.120 -7.596 -9.960 -11.191 -12.092 -12.455 -12.815 -12.930 -12.934 
11.51515 -5.671 -7.494 -9.786 -11.131 -12.050 -12.432 -12.797 -12.866 -12.820 
11.71717 -4.500 -7.378 -9.647 -11.074 -12.030 -12.336 -12.765 -12.897 -12.834 
11.91919 -4.360 -7.381 -9.428 -10.987 -11.815 -12.347 -12.747 -12.837 -12.814 
12.12121 -3.476 -7.274 -9.362 -10.908 -11.845 -12.292 -12.612 -12.902 -12.786 
12.32323 -3.420 -6.983 -9.391 -10.829 -11.833 -12.215 -12.600 -12.753 -12.734 
12.52525 -3.305 -6.845 -9.188 -10.837 -11.695 -12.165 -12.604 -12.769 -12.740 
12.72727 -3.358 -6.655 -9.106 -10.736 -11.654 -12.124 -12.550 -12.729 -12.832 
12.92929 -2.680 -6.627 -9.014 -10.589 -11.596 -12.045 -12.509 -12.741 -12.849 
13.13131 -2.531 -6.394 -8.910 -10.531 -11.544 -12.066 -12.505 -12.739 -12.700 
13.33333 -2.476 -6.317 -8.838 -10.676 -11.475 -12.069 -12.463 -12.744 -12.760 
13.53535 -2.370 -6.376 -8.918 -10.424 -11.435 -11.983 -12.457 -12.661 -12.740 
13.73737 -2.103 -6.308 -8.527 -10.438 -11.369 -11.886 -12.343 -12.637 -12.696 
13.93939 -2.497 -5.770 -8.480 -10.285 -11.280 -11.852 -12.399 -12.619 -12.636 
14.14141 -1.894 -5.862 -8.463 -10.204 -11.268 -11.789 -12.304 -12.596 -12.669 
14.34343 -2.510 -5.942 -8.372 -10.111 -11.210 -11.799 -12.263 -12.583 -12.624 
14.54545 -1.707 -5.516 -8.363 -10.056 -11.168 -11.728 -12.253 -12.579 -12.588 
14.74747 -1.848 -5.640 -8.352 -10.164 -11.185 -11.702 -12.242 -12.532 -12.660 
14.94949 -1.512 -5.391 -8.067 -9.964 -11.047 -11.700 -12.234 -12.556 -12.576 
15.15152 -1.451 -5.349 -8.077 -9.962 -11.104 -11.664 -12.187 -12.524 -12.664 
15.35354 -1.367 -5.291 -7.830 -9.811 -10.947 -11.538 -12.182 -12.506 -12.523 
15.55556 -1.304 -4.722 -7.987 -9.747 -10.873 -11.565 -12.139 -12.480 -12.556 
15.75758 -1.240 -5.328 -7.753 -9.707 -10.833 -11.498 -12.051 -12.467 -12.618 
15.95960 -1.126 -4.662 -7.684 -9.705 -10.779 -11.466 -12.016 -12.425 -12.521 
16.16162 -1.000 -4.777 -7.545 -9.513 -10.775 -11.320 -12.015 -12.454 -12.551 
16.36364 -0.983 -4.614 -7.460 -9.513 -10.704 -11.311 -12.010 -12.400 -12.503 
16.56566 -0.872 -4.786 -7.457 -9.400 -10.641 -11.360 -11.979 -12.397 -12.537 
16.76768 -0.724 -4.223 -7.364 -9.332 -10.568 -11.246 -11.950 -12.332 -12.529 
16.96970 -0.786 -4.191 -7.198 -9.304 -10.592 -11.239 -11.918 -12.350 -12.468 
17.17172 -0.534 -3.787 -7.090 -9.341 -10.521 -11.227 -11.843 -12.350 -12.490 
17.37374 -0.396 -3.845 -7.016 -9.232 -10.425 -11.095 -11.845 -12.236 -12.454 
17.57576 -0.350 -4.281 -7.134 -9.143 -10.399 -11.086 -11.762 -12.219 -12.439 
17.77778 -0.199 -3.818 -6.854 -9.052 -10.278 -11.055 -11.786 -12.309 -12.454 
17.97980 -0.066 -3.966 -6.854 -8.964 -10.279 -10.983 -11.729 -12.199 -12.432 
18.18182 0.087 -3.559 -6.774 -9.036 -10.238 -10.934 -11.746 -12.176 -12.401 
