# t[days] u g r i z y J H K
0.20202 -10.647 -10.101 -9.374 -8.503 -8.974 -10.973 -11.138 -6.079 -5.599 
0.40404 -13.973 -14.244 -14.567 -14.021 -13.824 -14.356 -12.555 -10.770 -13.747 
0.60606 -14.502 -15.287 -15.544 -15.672 -15.331 -14.446 -14.461 -13.587 -13.591 
0.80808 -14.945 -15.558 -16.066 -16.080 -15.682 -15.399 -15.036 -15.087 -14.502 
1.01010 -14.800 -15.887 -16.278 -16.371 -15.851 -16.010 -15.434 -15.139 -14.789 
1.21212 -14.804 -15.815 -16.374 -16.528 -16.432 -15.948 -16.117 -15.429 -15.198 
1.41414 -14.310 -15.820 -16.452 -16.402 -16.560 -16.295 -16.031 -15.542 -15.090 
1.61616 -14.097 -15.684 -16.420 -16.345 -16.317 -15.965 -16.132 -15.854 -15.205 
1.81818 -13.560 -15.482 -16.155 -16.464 -16.298 -16.127 -15.987 -15.753 -15.383 
2.02020 -13.138 -15.223 -16.004 -16.133 -16.179 -16.238 -15.971 -15.935 -15.978 
2.22222 -12.557 -14.967 -15.820 -16.025 -15.906 -15.815 -16.175 -15.969 -15.464 
2.42424 -12.615 -14.550 -15.493 -15.845 -15.949 -15.806 -15.784 -15.898 -15.803 
2.62626 -11.652 -14.331 -15.289 -15.720 -15.769 -15.757 -15.927 -15.914 -15.593 
2.82828 -11.672 -13.888 -15.119 -15.406 -15.516 -15.540 -15.590 -15.662 -15.705 
3.03030 -11.282 -13.738 -14.787 -15.139 -15.356 -15.377 -15.417 -15.534 -15.551 
3.23232 -11.001 -13.394 -14.436 -14.724 -14.994 -15.048 -15.329 -15.304 -15.495 
3.43434 -10.778 -13.067 -14.109 -14.611 -15.020 -14.936 -15.165 -15.310 -15.485 
3.63636 -10.889 -12.702 -13.992 -14.364 -14.666 -14.687 -14.787 -15.202 -15.303 
3.83838 -10.536 -12.533 -13.606 -14.166 -14.549 -14.529 -14.788 -15.107 -15.054 
4.04040 -10.285 -12.327 -13.313 -13.962 -14.348 -14.459 -14.738 -15.021 -15.026 
4.24242 -10.145 -12.176 -13.255 -13.816 -14.020 -14.339 -14.602 -15.081 -14.922 
4.44444 -10.035 -11.810 -13.083 -13.624 -14.046 -14.326 -14.587 -14.826 -15.020 
4.64646 -9.828 -11.508 -12.855 -13.512 -14.061 -14.106 -14.409 -14.836 -14.766 
4.84848 -9.670 -11.259 -12.526 -13.362 -13.840 -14.155 -14.412 -14.721 -14.804 
