# t[days] u g r i z y J H K
0.20202 -12.859 -13.055 -13.179 -12.390 -12.265 -11.212 -10.211 -11.382 -4.480 
0.40404 -13.736 -14.455 -14.507 -14.256 -14.089 -14.227 -13.392 -12.837 -12.241 
0.60606 -13.944 -14.744 -15.014 -14.928 -14.745 -14.491 -14.116 -13.500 -13.401 
0.80808 -13.686 -14.725 -14.982 -15.031 -14.993 -14.892 -14.480 -14.116 -13.761 
1.01010 -13.272 -14.366 -14.821 -15.113 -15.142 -15.094 -14.814 -14.445 -13.988 
1.21212 -12.765 -14.097 -14.637 -14.932 -15.177 -15.151 -14.837 -14.680 -14.111 
1.41414 -12.302 -13.654 -14.443 -14.924 -15.127 -15.082 -14.865 -14.585 -14.470 
1.61616 -11.801 -13.371 -14.156 -14.695 -14.980 -14.967 -14.760 -14.602 -14.274 
1.81818 -11.598 -13.040 -13.962 -14.489 -14.708 -14.912 -14.632 -14.395 -14.163 
2.02020 -11.403 -12.895 -13.757 -14.368 -14.654 -14.675 -14.491 -14.326 -14.152 
2.22222 -10.924 -12.469 -13.512 -14.142 -14.439 -14.554 -14.391 -14.224 -14.034 
2.42424 -10.537 -12.193 -13.143 -13.896 -14.206 -14.326 -14.162 -13.973 -13.933 
2.62626 -10.126 -11.856 -12.967 -13.653 -14.005 -14.126 -13.967 -13.841 -13.895 
2.82828 -9.679 -11.601 -12.725 -13.448 -13.850 -13.900 -13.807 -13.693 -13.604 
3.03030 -9.631 -11.382 -12.595 -13.291 -13.655 -13.826 -13.680 -13.560 -13.579 
3.23232 -8.887 -11.063 -12.312 -13.061 -13.428 -13.581 -13.528 -13.281 -13.389 
3.43434 -8.770 -10.802 -12.125 -12.933 -13.284 -13.367 -13.290 -13.318 -13.063 
3.63636 -8.626 -10.545 -11.924 -12.675 -13.100 -13.207 -13.171 -13.032 -13.072 
3.83838 -8.165 -10.443 -11.800 -12.549 -12.929 -13.064 -13.045 -12.936 -12.858 
4.04040 -7.957 -10.157 -11.542 -12.394 -12.848 -12.949 -12.899 -12.833 -12.691 
4.24242 -7.722 -10.117 -11.481 -12.240 -12.645 -12.765 -12.748 -12.679 -12.715 
4.44444 -7.263 -9.820 -11.266 -12.122 -12.546 -12.587 -12.663 -12.626 -12.520 
4.64646 -7.251 -9.625 -11.123 -12.021 -12.407 -12.533 -12.464 -12.489 -12.440 
4.84848 -6.655 -9.388 -10.964 -11.874 -12.308 -12.380 -12.417 -12.316 -12.384 
5.05051 -6.423 -9.254 -10.837 -11.796 -12.176 -12.337 -12.328 -12.296 -12.291 
5.25253 -6.051 -9.032 -10.665 -11.634 -12.081 -12.233 -12.295 -12.214 -12.167 
5.45455 -6.156 -8.873 -10.546 -11.530 -12.001 -12.118 -12.145 -12.160 -12.067 
5.65657 -5.395 -8.637 -10.417 -11.410 -11.917 -12.026 -12.176 -12.068 -12.096 
5.85859 -5.085 -8.437 -10.227 -11.307 -11.805 -12.025 -12.076 -12.067 -12.014 
6.06061 -4.917 -8.283 -10.155 -11.234 -11.718 -11.898 -11.985 -11.981 -11.942 
6.26263 -4.292 -8.088 -9.987 -11.112 -11.659 -11.831 -11.955 -11.970 -11.889 
6.46465 -5.836 -7.885 -9.849 -10.984 -11.536 -11.757 -11.833 -11.926 -11.859 
6.66667 -4.015 -7.659 -9.804 -10.980 -11.521 -11.695 -11.841 -11.891 -11.826 
6.86869 -3.259 -7.561 -9.686 -10.887 -11.405 -11.622 -11.782 -11.847 -11.771 
7.07071 -3.692 -7.339 -9.540 -10.729 -11.341 -11.498 -11.727 -11.761 -11.722 
7.27273 -3.477 -7.173 -9.401 -10.676 -11.273 -11.476 -11.684 -11.763 -11.676 
7.47475 -2.997 -7.014 -9.327 -10.567 -11.112 -11.325 -11.571 -11.693 -11.698 
7.67677 -1.869 -6.882 -9.187 -10.476 -11.112 -11.290 -11.511 -11.733 -11.636 
7.87879 -2.899 -6.437 -9.001 -10.379 -10.915 -11.196 -11.452 -11.592 -11.543 
8.08081 -1.707 -6.536 -8.852 -10.242 -10.902 -11.169 -11.383 -11.582 -11.606 
8.28283 -1.088 -6.238 -8.773 -10.136 -10.759 -11.035 -11.289 -11.441 -11.527 
8.48485 -1.264 -6.044 -8.597 -10.059 -10.741 -10.941 -11.231 -11.484 -11.480 
8.68687 -1.495 -5.884 -8.529 -9.952 -10.619 -10.846 -11.192 -11.466 -11.570 
8.88889 -0.448 -5.934 -8.404 -9.869 -10.523 -10.803 -11.180 -11.321 -11.395 
9.09091 -0.505 -5.698 -8.284 -9.740 -10.424 -10.760 -11.047 -11.331 -11.411 
9.29293 -0.157 -5.405 -8.141 -9.669 -10.316 -10.612 -10.953 -11.256 -11.258 
9.49495 0.094 -5.486 -8.049 -9.532 -10.289 -10.507 -10.879 -11.230 -11.285 
9.69697 0.426 -5.228 -7.886 -9.498 -10.119 -10.434 -10.865 -11.142 -11.257 
9.89899 -1.101 -4.967 -7.796 -9.380 -10.087 -10.334 -10.809 -11.089 -11.204 
10.10101 0.631 -4.774 -7.668 -9.197 -10.004 -10.306 -10.712 -11.035 -11.187 
10.30303 0.956 -4.592 -7.525 -9.204 -9.899 -10.220 -10.632 -10.966 -11.142 
10.50505 1.666 -4.458 -7.473 -9.042 -9.794 -10.104 -10.597 -10.942 -11.120 
10.70707 1.709 -4.506 -7.382 -8.950 -9.663 -10.009 -10.487 -10.904 -11.082 
10.90909 1.724 -4.172 -7.197 -8.910 -9.662 -9.984 -10.413 -10.828 -10.989 
11.11111 2.400 -3.930 -7.039 -8.760 -9.489 -9.812 -10.359 -10.796 -10.959 
11.31313 2.237 -4.116 -7.065 -8.662 -9.464 -9.744 -10.364 -10.748 -10.994 
11.51515 1.367 -3.958 -6.904 -8.539 -9.344 -9.609 -10.267 -10.772 -11.009 
11.71717 2.948 -3.861 -6.820 -8.447 -9.294 -9.654 -10.267 -10.700 -10.925 
11.91919 2.754 -3.636 -6.684 -8.409 -9.152 -9.542 -10.134 -10.635 -10.875 
12.12121 1.745 -3.555 -6.531 -8.299 -9.163 -9.523 -10.045 -10.551 -10.820 
12.32323 3.079 -3.406 -6.453 -8.152 -8.941 -9.325 -10.086 -10.521 -10.707 
12.52525 3.686 -3.135 -6.411 -8.093 -8.945 -9.309 -9.922 -10.505 -10.704 
12.72727 4.286 -3.198 -6.342 -8.088 -8.889 -9.174 -9.919 -10.447 -10.783 
12.92929 4.182 -3.327 -6.201 -7.979 -8.828 -9.152 -9.844 -10.418 -10.710 
13.13131 4.155 -2.939 -6.003 -7.881 -8.699 -9.090 -9.796 -10.392 -10.702 
13.33333 2.857 -2.645 -5.852 -7.837 -8.622 -8.978 -9.695 -10.335 -10.646 
13.53535 5.273 -2.814 -5.871 -7.646 -8.507 -8.871 -9.718 -10.271 -10.633 
13.73737 4.848 -2.443 -5.888 -7.696 -8.529 -8.883 -9.598 -10.257 -10.625 
13.93939 3.248 -2.387 -5.778 -7.588 -8.507 -8.851 -9.555 -10.232 -10.541 
14.14141 3.509 -1.984 -5.506 -7.488 -8.346 -8.757 -9.527 -10.217 -10.604 
14.34343 5.272 -2.443 -5.519 -7.347 -8.287 -8.650 -9.467 -10.137 -10.588 
14.54545 4.416 -2.115 -5.382 -7.271 -8.151 -8.626 -9.394 -10.106 -10.544 
14.74747 5.470 -1.683 -5.160 -7.142 -8.103 -8.537 -9.313 -10.021 -10.453 
14.94949 6.705 -1.724 -5.186 -6.980 -8.067 -8.413 -9.225 -9.992 -10.439 
15.15152 4.794 -1.462 -5.054 -7.007 -7.788 -8.303 -9.253 -9.951 -10.393 
15.35354 5.112 -1.115 -5.029 -6.961 -7.965 -8.250 -9.096 -9.955 -10.375 
15.55556 4.904 -1.710 -4.923 -6.749 -7.785 -8.231 -9.128 -9.933 -10.289 
15.75758 4.163 -1.101 -4.922 -6.774 -7.676 -8.250 -9.049 -9.893 -10.322 
15.95960 6.896 -1.773 -4.922 -6.687 -7.725 -8.139 -9.032 -9.836 -10.282 
16.16162 7.623 -1.343 -4.447 -6.628 -7.438 -8.022 -8.952 -9.789 -10.288 
16.36364 5.827 -1.671 -4.564 -6.488 -7.570 -7.862 -8.878 -9.729 -10.229 
16.56566 5.370 -0.527 -4.652 -6.463 -7.430 -7.936 -8.928 -9.722 -10.197 
16.76768 6.847 -0.805 -4.334 -6.308 -7.197 -7.738 -8.745 -9.642 -10.164 
16.96970 7.813 -1.034 -4.346 -6.248 -7.420 -7.894 -8.755 -9.639 -10.108 
17.17172 7.651 -0.176 -4.120 -6.160 -7.217 -7.626 -8.701 -9.588 -10.075 
17.37374 9.484 -0.622 -3.980 -6.076 -7.070 -7.654 -8.611 -9.541 -10.123 
17.57576 7.008 -0.578 -4.183 -6.031 -6.959 -7.516 -8.533 -9.506 -10.085 
17.77778 6.299 -0.221 -3.900 -6.063 -6.929 -7.511 -8.513 -9.449 -10.032 
17.97980 8.921 -0.231 -3.646 -5.990 -6.950 -7.438 -8.471 -9.429 -9.941 
18.18182 8.559 -0.294 -3.871 -5.790 -6.895 -7.494 -8.356 -9.421 -9.912 
18.38384 8.135 0.336 -3.512 -5.706 -6.768 -7.093 -8.412 -9.251 -9.969 
18.58586 7.029 -0.201 -3.346 -5.715 -6.693 -7.227 -8.239 -9.313 -9.842 
18.78788 14.981 0.603 -3.611 -5.541 -6.623 -7.094 -8.311 -9.267 -9.851 
18.98990 8.652 0.784 -3.157 -5.630 -6.379 -7.066 -8.257 -9.226 -9.886 
19.19192 6.500 0.747 -3.258 -5.386 -6.567 -7.039 -8.101 -9.225 -9.831 
19.39394 9.314 0.463 -3.234 -5.289 -6.435 -6.954 -8.041 -9.123 -9.737 
19.59596 10.248 -0.014 -2.907 -5.222 -6.370 -6.860 -8.037 -9.027 -9.661 
19.79798 12.126 1.272 -2.772 -4.979 -6.027 -6.615 -7.848 -8.824 -9.465 
20.00000 7.460 0.883 -2.919 -4.950 -5.956 -6.327 -7.688 -8.634 -9.341 
