# t[days] u g r i z y J H K
0.20202 -11.911 -11.690 -12.404 -11.140 -10.275 -8.269 -3.003 -13.265 -10.967 
0.40404 -13.486 -14.443 -14.369 -13.985 -13.312 -13.788 -11.201 -12.214 -12.461 
0.60606 -13.615 -14.612 -14.931 -15.108 -14.452 -13.963 -14.396 -13.557 -2.013 
0.80808 -13.636 -14.505 -14.998 -14.598 -14.108 -14.713 -13.723 -12.579 -10.628 
1.01010 -12.553 -13.824 -14.462 -14.483 -14.767 -14.688 -13.889 -13.965 -14.054 
1.21212 -11.913 -13.726 -14.179 -14.720 -13.573 -14.005 -14.416 -14.614 nan 
1.41414 -11.666 -13.027 -13.936 -14.483 -14.028 -15.055 -13.615 -14.952 -13.451 
1.61616 -12.043 -13.944 -14.152 -14.802 -15.322 -15.254 -15.364 -15.229 -14.610 
1.81818 -13.029 -14.274 -14.652 -15.332 -15.627 -15.622 -15.474 -15.515 -14.724 
2.02020 -13.444 -14.903 -15.358 -15.777 -16.184 -16.185 -16.200 -16.058 -15.371 
2.22222 -13.204 -14.728 -15.396 -15.740 -16.244 -16.373 -16.129 -16.333 -16.136 
2.42424 -13.336 -14.611 -15.396 -16.028 -16.322 -16.427 -16.402 -16.326 -16.354 
2.62626 -13.340 -14.721 -15.331 -15.818 -16.390 -16.487 -16.441 -16.401 -16.318 
2.82828 -12.646 -14.069 -15.047 -15.759 -16.341 -16.542 -16.283 -16.320 -16.146 
3.03030 -12.717 -13.870 -14.767 -15.655 -16.172 -16.309 -16.322 -16.192 -16.078 
3.23232 -13.099 -13.852 -14.928 -15.358 -15.947 -16.306 -16.244 -16.310 -15.882 
3.43434 -13.070 -13.763 -14.689 -15.349 -15.858 -16.129 -16.048 -16.186 -16.072 
3.63636 -12.997 -13.729 -14.557 -15.157 -15.807 -16.028 -15.993 -15.829 -15.822 
3.83838 -13.006 -13.627 -14.430 -15.173 -15.634 -15.923 -15.847 -15.819 -15.742 
4.04040 -12.569 -13.368 -14.211 -14.963 -15.615 -15.742 -15.677 -15.670 -15.859 
4.24242 -12.468 -13.480 -14.268 -14.837 -15.439 -15.800 -15.512 -15.434 -15.668 
4.44444 -12.629 -13.294 -14.149 -14.814 -15.316 -15.612 -15.611 -15.375 -15.504 
4.64646 -12.347 -13.409 -14.082 -14.764 -15.367 -15.643 -15.465 -15.503 -15.323 
4.84848 -12.447 -13.267 -14.109 -14.642 -15.180 -15.525 -15.380 -15.138 -15.369 
5.05051 -11.903 -12.934 -13.794 -14.459 -15.063 -15.394 -15.217 -15.194 -15.075 
5.25253 -11.679 -12.694 -13.774 -14.456 -15.029 -15.362 -15.086 -15.006 -15.124 
5.45455 -11.499 -12.861 -13.750 -14.434 -14.937 -15.195 -15.145 -14.984 -14.767 
5.65657 -11.438 -12.648 -13.588 -14.417 -14.830 -15.159 -15.142 -14.892 -14.888 
5.85859 -11.429 -12.557 -13.518 -14.291 -14.932 -15.002 -15.044 -14.845 -14.840 
6.06061 -11.153 -12.723 -13.526 -14.276 -14.827 -15.138 -14.921 -14.757 -14.677 
6.26263 -11.248 -12.562 -13.439 -14.120 -14.812 -15.181 -14.858 -14.724 -14.617 
6.46465 -10.909 -12.274 -13.339 -14.017 -14.734 -14.837 -14.825 -14.747 -14.420 
6.66667 -10.831 -12.196 -13.067 -14.021 -14.525 -14.864 -14.847 -14.687 -14.626 
6.86869 -10.313 -12.226 -13.415 -13.969 -14.491 -14.748 -14.700 -14.524 -14.198 
7.07071 -10.118 -11.890 -12.913 -13.827 -14.394 -14.745 -14.664 -14.488 -14.160 
7.27273 -10.094 -11.906 -12.999 -13.835 -14.300 -14.656 -14.672 -14.539 -14.265 
7.47475 -9.830 -11.774 -12.925 -13.701 -14.252 -14.681 -14.585 -14.515 -14.201 
7.67677 -9.589 -11.631 -12.874 -13.649 -14.152 -14.509 -14.586 -14.380 -14.157 
7.87879 -9.806 -11.476 -12.883 -13.649 -14.158 -14.525 -14.437 -14.410 -14.256 
8.08081 -9.201 -11.392 -12.627 -13.530 -14.131 -14.412 -14.441 -14.404 -14.314 
8.28283 -9.003 -11.401 -12.520 -13.380 -13.986 -14.347 -14.367 -14.090 -13.955 
8.48485 -9.430 -11.036 -12.319 -13.296 -13.833 -14.205 -14.376 -14.246 -14.007 
