# t[days] u g r i z y J H K
0.20202 -11.492 -12.773 -12.792 -11.696 -12.677 -11.326 -10.692 -13.635 nan 
0.40404 -12.529 -13.486 -13.825 -14.391 -13.456 -13.524 -14.347 -0.679 -13.284 
0.60606 -13.446 -14.285 -14.394 -13.113 -14.421 -14.062 -13.626 -14.540 -12.892 
0.80808 -13.358 -13.668 -14.265 -14.639 -14.270 -13.829 -13.730 -13.879 -13.205 
1.01010 -12.480 -13.796 -14.387 -14.119 -14.338 -13.396 -13.735 -14.079 -13.943 
1.21212 -12.399 -13.956 -14.578 -14.198 -14.331 -14.565 -15.057 -13.330 -6.726 
1.41414 -10.835 -13.328 -14.000 -14.454 -14.550 -14.260 -14.415 -14.447 -13.763 
1.61616 -12.179 -13.889 -14.405 -15.072 -15.079 -15.321 -15.037 -15.340 -15.474 
1.81818 -12.798 -14.190 -15.001 -15.634 -16.017 -15.837 -15.900 -15.870 -15.827 
2.02020 -13.222 -14.705 -15.320 -15.850 -16.133 -16.199 -15.943 -16.220 -15.882 
2.22222 -12.793 -14.560 -15.217 -15.644 -16.156 -16.494 -16.097 -16.181 -15.648 
2.42424 -13.142 -14.480 -15.390 -15.953 -16.155 -16.231 -16.375 -16.069 -16.268 
2.62626 -12.651 -14.225 -15.124 -15.791 -16.022 -16.321 -16.186 -16.150 -16.021 
2.82828 -12.713 -13.983 -14.747 -15.540 -15.986 -16.137 -16.065 -15.900 -15.850 
3.03030 -12.571 -13.714 -14.406 -15.323 -15.755 -16.077 -16.076 -16.082 -15.600 
3.23232 -12.307 -13.553 -14.501 -15.219 -15.757 -16.101 -15.813 -15.862 -15.775 
3.43434 -12.215 -13.471 -14.407 -15.144 -15.605 -15.853 -15.779 -15.711 -15.724 
3.63636 -12.143 -13.007 -14.184 -14.912 -15.407 -15.699 -15.669 -15.626 -15.414 
3.83838 -12.203 -13.327 -14.153 -14.876 -15.480 -15.715 -15.655 -15.593 -15.629 
4.04040 -12.305 -13.234 -14.070 -14.831 -15.362 -15.529 -15.482 -15.523 -15.367 
4.24242 -12.239 -13.200 -14.099 -14.717 -15.279 -15.606 -15.476 -15.257 -15.319 
4.44444 -12.016 -13.125 -13.895 -14.586 -15.227 -15.462 -15.348 -15.482 -15.215 
