# t[days] u g r i z y J H K
0.20202 -11.747 -11.548 -12.256 -13.716 -12.122 -11.085 -10.020 -10.203 -8.305 
0.40404 -13.968 -14.646 -14.994 -14.913 -14.213 -14.056 -13.563 -13.311 -12.850 
0.60606 -14.328 -15.256 -15.600 -15.565 -15.234 -14.985 -14.777 -14.140 -13.776 
0.80808 -14.228 -15.364 -15.847 -15.735 -15.716 -15.337 -15.073 -14.643 -14.416 
1.01010 -13.748 -15.243 -15.819 -15.858 -15.711 -15.430 -15.155 -14.906 -14.483 
1.21212 -13.385 -15.026 -15.625 -15.632 -15.681 -15.602 -15.187 -14.927 -14.580 
1.41414 -13.012 -14.726 -15.423 -15.519 -15.481 -15.553 -15.248 -14.845 -14.590 
1.61616 -12.519 -14.341 -15.048 -15.337 -15.362 -15.423 -15.131 -14.888 -14.660 
1.81818 -11.932 -13.977 -14.742 -14.948 -15.220 -15.172 -15.092 -14.869 -14.592 
2.02020 -11.448 -13.597 -14.531 -14.849 -15.096 -15.081 -14.973 -14.743 -14.619 
2.22222 -10.991 -13.287 -14.143 -14.627 -14.793 -14.898 -14.829 -14.713 -14.462 
2.42424 -10.560 -12.875 -13.865 -14.354 -14.613 -14.714 -14.664 -14.653 -14.381 
2.62626 -10.105 -12.573 -13.511 -14.133 -14.420 -14.577 -14.503 -14.438 -14.391 
2.82828 -9.931 -12.331 -13.345 -13.991 -14.267 -14.401 -14.396 -14.386 -14.243 
3.03030 -9.551 -11.989 -13.210 -13.735 -14.084 -14.229 -14.265 -14.256 -14.291 
3.23232 -9.000 -11.852 -12.900 -13.534 -13.930 -14.053 -14.149 -14.153 -14.087 
3.43434 -8.666 -11.359 -12.681 -13.320 -13.747 -13.908 -14.024 -14.076 -14.085 
3.63636 -8.401 -11.192 -12.453 -13.158 -13.542 -13.699 -13.844 -13.939 -13.949 
3.83838 -7.903 -10.995 -12.300 -12.967 -13.334 -13.549 -13.703 -13.852 -13.862 
4.04040 -7.655 -10.674 -12.048 -12.832 -13.252 -13.454 -13.600 -13.792 -13.809 
4.24242 -7.397 -10.508 -11.803 -12.650 -13.055 -13.194 -13.444 -13.615 -13.799 
4.44444 -7.048 -10.136 -11.593 -12.413 -12.836 -12.995 -13.270 -13.517 -13.609 
4.64646 -6.833 -9.810 -11.363 -12.152 -12.710 -12.889 -13.181 -13.432 -13.522 
4.84848 -6.277 -9.669 -11.244 -12.104 -12.634 -12.808 -13.019 -13.328 -13.438 
5.05051 -6.052 -9.432 -11.014 -12.004 -12.371 -12.704 -12.903 -13.250 -13.326 
5.25253 -5.874 -9.139 -10.745 -11.774 -12.293 -12.516 -12.748 -13.126 -13.311 
5.45455 -5.571 -8.827 -10.659 -11.632 -12.146 -12.384 -12.726 -13.025 -13.223 
5.65657 -5.145 -8.642 -10.499 -11.550 -12.078 -12.332 -12.612 -12.954 -13.131 
5.85859 -5.162 -8.562 -10.418 -11.402 -11.978 -12.232 -12.496 -12.902 -13.078 
6.06061 -4.491 -8.242 -10.107 -11.338 -11.840 -12.119 -12.488 -12.760 -13.006 
6.26263 -4.523 -8.097 -9.898 -11.136 -11.704 -12.009 -12.362 -12.722 -12.995 
6.46465 -4.134 -7.875 -9.901 -11.026 -11.681 -11.902 -12.246 -12.616 -12.903 
6.66667 -2.810 -7.490 -9.599 -10.875 -11.555 -11.849 -12.108 -12.557 -12.867 
