# t[days] u g r i z y J H K
0.20202 -12.714 -12.910 -12.515 -12.248 -11.257 -10.793 -12.455 -10.706 -14.785 
0.40404 -14.171 -14.848 -14.970 -14.141 -14.605 -14.915 -13.539 -11.157 -12.983 
0.60606 -14.267 -15.092 -15.108 -15.251 -14.796 -14.462 -13.854 -13.685 -13.396 
0.80808 -13.743 -14.655 -14.927 -14.808 -15.028 -14.237 -13.334 -14.328 -13.947 
1.01010 -13.268 -14.438 -14.467 -14.787 -15.055 -14.443 -14.308 -14.328 -14.584 
1.21212 -13.464 -14.782 -15.078 -15.323 -15.207 -15.331 -14.898 -14.972 -13.909 
1.41414 -13.424 -14.855 -15.292 -15.496 -15.810 -15.802 -15.604 -15.481 -14.954 
1.61616 -13.834 -15.188 -15.716 -15.875 -15.972 -16.029 -15.935 -15.479 -15.532 
1.81818 -13.850 -15.071 -15.547 -16.018 -16.158 -16.324 -16.000 -15.985 -15.565 
2.02020 -13.731 -14.841 -15.387 -15.946 -16.215 -16.171 -15.983 -16.010 -15.792 
2.22222 -13.593 -14.674 -15.324 -15.838 -16.213 -16.262 -16.207 -16.186 -15.712 
2.42424 -13.654 -14.436 -15.233 -15.747 -16.012 -16.250 -16.118 -15.916 -15.700 
2.62626 -13.170 -14.099 -15.034 -15.514 -15.955 -16.179 -16.005 -15.891 -15.797 
2.82828 -13.212 -14.162 -14.819 -15.281 -15.778 -15.977 -15.952 -15.956 -15.824 
3.03030 -12.874 -14.012 -14.721 -15.277 -15.729 -15.919 -15.816 -15.815 -15.694 
3.23232 -12.855 -13.802 -14.559 -15.108 -15.603 -15.907 -15.667 -15.834 -15.609 
3.43434 -12.666 -13.583 -14.399 -15.000 -15.486 -15.684 -15.616 -15.475 -15.336 
3.63636 -12.495 -13.610 -14.248 -14.927 -15.317 -15.567 -15.583 -15.320 -15.306 
3.83838 -12.234 -13.430 -14.182 -14.702 -15.198 -15.501 -15.421 -15.264 -15.193 
4.04040 -12.153 -13.253 -14.066 -14.711 -15.129 -15.357 -15.265 -15.094 -15.031 
4.24242 -11.895 -13.031 -13.827 -14.489 -15.060 -15.322 -15.230 -15.064 -14.837 
4.44444 -11.705 -12.837 -13.727 -14.423 -14.950 -15.307 -15.083 -14.861 -14.945 
4.64646 -11.733 -12.728 -13.625 -14.363 -14.899 -15.125 -15.091 -14.810 -14.598 
4.84848 -11.314 -12.764 -13.671 -14.231 -14.793 -14.976 -14.881 -14.698 -14.700 
5.05051 -11.400 -12.601 -13.433 -14.117 -14.713 -14.932 -14.858 -14.614 -14.506 
5.25253 -11.051 -12.265 -13.311 -14.040 -14.584 -14.797 -14.714 -14.555 -14.484 
5.45455 -10.640 -12.244 -13.171 -13.922 -14.511 -14.738 -14.623 -14.541 -14.324 
5.65657 -10.300 -11.998 -13.043 -13.824 -14.276 -14.661 -14.490 -14.323 -14.376 
5.85859 -10.173 -11.822 -12.982 -13.645 -14.183 -14.503 -14.360 -14.214 -14.232 
6.06061 -10.133 -11.785 -12.851 -13.612 -14.152 -14.440 -14.401 -14.167 -14.107 
6.26263 -9.718 -11.749 -12.817 -13.544 -14.092 -14.335 -14.340 -14.225 -14.108 
6.46465 -9.545 -11.522 -12.719 -13.402 -14.041 -14.270 -14.209 -14.022 -14.012 
6.66667 -9.177 -11.412 -12.429 -13.221 -13.889 -14.208 -14.216 -13.992 -13.827 
6.86869 -8.836 -10.981 -12.278 -13.158 -13.746 -14.138 -14.133 -13.876 -13.702 
7.07071 -8.751 -11.166 -12.350 -13.066 -13.684 -14.050 -14.054 -13.965 -13.717 
7.27273 -9.042 -10.934 -12.051 -13.014 -13.625 -13.887 -13.988 -13.943 -13.730 
7.47475 -8.415 -10.494 -11.893 -12.946 -13.451 -13.921 -13.929 -13.759 -13.664 
7.67677 -8.002 -10.401 -11.878 -12.787 -13.455 -13.776 -13.887 -13.683 -13.523 
7.87879 -8.224 -10.269 -11.747 -12.790 -13.383 -13.629 -13.812 -13.657 -13.460 
8.08081 -7.864 -10.033 -11.532 -12.577 -13.302 -13.608 -13.782 -13.615 -13.429 
8.28283 -7.327 -10.140 -11.483 -12.572 -13.165 -13.593 -13.670 -13.595 -13.445 
8.48485 -7.299 -9.855 -11.360 -12.495 -13.082 -13.485 -13.639 -13.575 -13.358 
8.68687 -7.256 -9.603 -11.322 -12.399 -13.062 -13.352 -13.539 -13.529 -13.280 
8.88889 -6.806 -9.714 -11.243 -12.252 -12.962 -13.277 -13.468 -13.471 -13.222 
9.09091 -6.869 -9.417 -11.006 -12.135 -12.838 -13.195 -13.384 -13.339 -13.219 
