# t[days] u g r i z y J H K
0.20202 -12.223 -12.685 -12.456 -12.668 -13.505 -11.513 -9.671 -2.781 -2.038 
0.40404 -13.277 -14.136 -14.051 -13.981 -13.651 -14.187 -12.672 -11.868 -12.199 
0.60606 -13.528 -14.278 -14.590 -14.418 -14.028 -14.041 -13.267 -13.244 -11.894 
0.80808 -12.611 -14.148 -14.691 -14.549 -14.471 -14.199 -14.339 -13.804 -13.426 
1.01010 -12.808 -14.240 -14.645 -14.772 -14.930 -14.923 -14.756 -14.201 -13.812 
1.21212 -12.753 -14.224 -14.726 -15.183 -15.121 -15.089 -14.957 -14.678 -14.193 
1.41414 -12.516 -14.093 -14.735 -15.069 -15.322 -15.437 -15.084 -15.096 -15.114 
1.61616 -12.190 -13.834 -14.458 -15.197 -15.415 -15.462 -15.416 -15.118 -14.943 
1.81818 -11.970 -13.483 -14.452 -14.882 -15.367 -15.480 -15.333 -15.337 -14.772 
2.02020 -11.671 -13.341 -14.155 -14.919 -15.401 -15.494 -15.264 -15.184 -14.888 
2.22222 -11.458 -12.950 -13.945 -14.794 -15.229 -15.332 -15.114 -15.005 -15.034 
2.42424 -11.475 -12.969 -13.939 -14.667 -15.153 -15.293 -15.176 -15.012 -14.915 
2.62626 -11.146 -12.629 -13.643 -14.462 -14.919 -15.020 -14.998 -14.819 -14.791 
2.82828 -10.842 -12.146 -13.429 -14.314 -14.829 -14.944 -14.852 -14.762 -14.703 
3.03030 -10.603 -12.181 -13.393 -14.147 -14.649 -14.907 -14.809 -14.573 -14.578 
3.23232 -10.554 -12.089 -13.171 -13.983 -14.530 -14.664 -14.623 -14.391 -14.338 
3.43434 -10.230 -11.660 -12.880 -13.871 -14.411 -14.568 -14.490 -14.360 -14.294 
3.63636 -9.768 -11.586 -12.752 -13.696 -14.305 -14.483 -14.410 -14.184 -14.019 
3.83838 -9.903 -11.558 -12.705 -13.613 -14.143 -14.299 -14.266 -14.105 -14.049 
4.04040 -9.723 -11.369 -12.548 -13.371 -13.954 -14.191 -14.225 -14.000 -13.865 
4.24242 -9.449 -11.206 -12.472 -13.330 -13.812 -14.112 -14.002 -13.975 -13.821 
4.44444 -9.242 -11.159 -12.413 -13.252 -13.799 -14.077 -13.932 -13.755 -13.594 
4.64646 -8.852 -10.839 -12.148 -13.126 -13.645 -13.972 -13.816 -13.715 -13.521 
4.84848 -8.888 -10.853 -12.070 -12.982 -13.528 -13.711 -13.725 -13.445 -13.443 
5.05051 -8.350 -10.661 -11.973 -12.892 -13.386 -13.654 -13.690 -13.516 -13.297 
5.25253 -8.252 -10.291 -11.813 -12.685 -13.342 -13.526 -13.485 -13.336 -13.312 
5.45455 -8.073 -10.260 -11.640 -12.658 -13.190 -13.419 -13.353 -13.229 -13.122 
5.65657 -7.727 -10.288 -11.541 -12.527 -13.065 -13.300 -13.360 -13.195 -13.026 
5.85859 -7.328 -9.976 -11.492 -12.416 -12.980 -13.233 -13.278 -13.153 -12.894 
6.06061 -7.265 -9.880 -11.361 -12.360 -12.905 -13.167 -13.217 -13.069 -12.927 
6.26263 -6.902 -9.714 -11.137 -12.187 -12.755 -13.018 -13.105 -12.930 -12.850 
6.46465 -7.016 -9.481 -11.131 -12.130 -12.753 -12.956 -13.019 -12.865 -12.807 
6.66667 -6.644 -9.319 -10.930 -11.990 -12.611 -12.949 -12.919 -12.875 -12.674 
6.86869 -6.384 -9.170 -10.882 -12.003 -12.602 -12.762 -12.896 -12.805 -12.657 
7.07071 -5.825 -8.909 -10.691 -11.844 -12.463 -12.793 -12.764 -12.702 -12.618 
7.27273 -5.850 -8.728 -10.514 -11.680 -12.372 -12.661 -12.806 -12.740 -12.534 
7.47475 -5.801 -8.570 -10.507 -11.580 -12.251 -12.526 -12.686 -12.637 -12.599 
7.67677 -5.117 -8.487 -10.367 -11.535 -12.219 -12.450 -12.610 -12.636 -12.540 
7.87879 -4.782 -8.326 -10.261 -11.438 -12.179 -12.435 -12.566 -12.577 -12.485 
8.08081 -4.652 -8.119 -10.101 -11.351 -12.025 -12.384 -12.572 -12.595 -12.439 
8.28283 -5.296 -8.030 -10.053 -11.304 -11.982 -12.312 -12.453 -12.559 -12.428 
8.48485 -4.775 -7.839 -9.897 -11.179 -11.912 -12.196 -12.441 -12.484 -12.443 
8.68687 -4.318 -7.678 -9.752 -11.092 -11.865 -12.163 -12.414 -12.458 -12.408 
8.88889 -4.110 -7.396 -9.566 -11.018 -11.759 -12.112 -12.363 -12.420 -12.379 
9.09091 -3.620 -7.377 -9.532 -10.953 -11.727 -12.044 -12.332 -12.418 -12.356 
9.29293 -3.757 -7.165 -9.406 -10.847 -11.595 -12.015 -12.287 -12.350 -12.293 
9.49495 -3.210 -7.354 -9.366 -10.811 -11.586 -12.038 -12.296 -12.314 -12.230 
9.69697 -3.375 -7.095 -9.224 -10.710 -11.557 -11.935 -12.242 -12.326 -12.304 
9.89899 -3.367 -6.917 -9.210 -10.726 -11.492 -11.888 -12.202 -12.371 -12.217 
10.10101 -3.437 -6.522 -9.028 -10.632 -11.471 -11.849 -12.197 -12.307 -12.296 
10.30303 -2.882 -6.479 -8.925 -10.503 -11.372 -11.780 -12.113 -12.322 -12.408 
10.50505 -2.337 -6.299 -8.838 -10.432 -11.278 -11.740 -12.079 -12.249 -12.259 
10.70707 -1.931 -6.167 -8.745 -10.367 -11.191 -11.714 -12.056 -12.243 -12.179 
10.90909 -2.291 -6.149 -8.673 -10.317 -11.233 -11.628 -12.036 -12.234 -12.203 
11.11111 -1.897 -5.842 -8.545 -10.255 -11.124 -11.631 -12.001 -12.182 -12.173 
11.31313 -1.833 -5.807 -8.486 -10.155 -11.078 -11.598 -11.961 -12.194 -12.159 
11.51515 -1.771 -5.724 -8.272 -10.062 -11.000 -11.444 -11.903 -12.142 -12.125 
11.71717 -1.166 -5.546 -8.271 -9.986 -10.920 -11.399 -11.856 -12.074 -12.140 
11.91919 -1.576 -5.308 -8.073 -9.831 -10.855 -11.399 -11.808 -12.042 -12.095 
12.12121 -0.743 -5.432 -8.056 -9.779 -10.815 -11.278 -11.739 -12.070 -12.109 
12.32323 -0.666 -5.271 -7.955 -9.849 -10.741 -11.316 -11.670 -12.003 -12.022 
12.52525 -0.604 -4.829 -7.857 -9.725 -10.674 -11.157 -11.713 -11.982 -12.017 
12.72727 -0.297 -4.842 -7.750 -9.615 -10.569 -11.071 -11.609 -11.982 -12.076 
12.92929 -0.202 -4.595 -7.707 -9.497 -10.600 -11.059 -11.563 -11.897 -12.018 
13.13131 -0.028 -4.535 -7.502 -9.403 -10.486 -11.002 -11.505 -11.888 -11.994 
13.33333 0.141 -4.589 -7.414 -9.364 -10.411 -10.934 -11.453 -11.824 -11.951 
13.53535 0.218 -4.242 -7.378 -9.395 -10.353 -10.920 -11.430 -11.799 -11.873 
13.73737 0.505 -3.913 -7.260 -9.184 -10.282 -10.803 -11.378 -11.774 -11.931 
13.93939 0.682 -4.015 -7.149 -9.115 -10.183 -10.711 -11.339 -11.728 -11.887 
14.14141 0.856 -3.618 -6.982 -9.047 -10.192 -10.651 -11.229 -11.726 -11.868 
14.34343 0.890 -3.671 -6.972 -8.907 -10.024 -10.644 -11.209 -11.677 -11.868 
14.54545 1.176 -3.460 -6.917 -8.896 -9.904 -10.489 -11.154 -11.594 -11.769 
14.74747 1.288 -4.038 -6.839 -8.854 -9.953 -10.465 -11.136 -11.597 -11.739 
14.94949 1.467 -3.321 -6.665 -8.750 -9.828 -10.431 -11.106 -11.503 -11.729 
15.15152 1.662 -3.143 -6.558 -8.669 -9.808 -10.387 -10.993 -11.449 -11.702 
15.35354 0.956 -2.866 -6.425 -8.555 -9.736 -10.288 -10.968 -11.465 -11.616 
15.55556 1.884 -2.845 -6.373 -8.466 -9.653 -10.180 -10.901 -11.455 -11.680 
15.75758 2.235 -2.791 -6.151 -8.376 -9.725 -10.144 -10.868 -11.390 -11.632 
15.95960 2.231 -2.768 -6.147 -8.269 -9.503 -10.068 -10.804 -11.320 -11.578 
16.16162 2.587 -2.655 -6.092 -8.242 -9.413 -10.009 -10.680 -11.233 -11.587 
16.36364 2.715 -2.521 -5.994 -8.144 -9.381 -9.964 -10.767 -11.260 -11.500 
16.56566 2.738 -2.289 -5.971 -8.131 -9.357 -9.929 -10.643 -11.241 -11.494 
16.76768 2.916 -2.714 -5.937 -8.073 -9.195 -9.779 -10.576 -11.226 -11.440 
16.96970 2.899 -1.687 -5.798 -7.947 -9.140 -9.707 -10.514 -11.176 -11.400 
17.17172 3.467 -1.784 -5.583 -7.889 -9.063 -9.669 -10.476 -11.088 -11.395 
17.37374 3.513 -2.070 -5.585 -7.812 -9.032 -9.657 -10.440 -11.077 -11.396 
17.57576 2.722 -1.895 -5.280 -7.773 -9.058 -9.571 -10.374 -11.022 -11.329 
17.77778 3.811 -1.269 -5.253 -7.688 -8.940 -9.528 -10.337 -10.953 -11.299 
17.97980 3.101 -1.268 -5.320 -7.649 -8.870 -9.486 -10.287 -10.919 -11.282 
18.18182 3.940 -0.647 -5.338 -7.571 -8.775 -9.456 -10.256 -10.900 -11.245 
18.38384 4.201 -0.860 -5.066 -7.430 -8.738 -9.289 -10.215 -10.872 -11.197 
18.58586 4.149 -1.420 -5.100 -7.378 -8.659 -9.295 -10.143 -10.824 -11.213 
18.78788 4.336 -0.667 -4.855 -7.261 -8.517 -9.205 -10.078 -10.801 -11.169 
18.98990 4.801 -0.666 -4.991 -7.288 -8.524 -9.147 -10.041 -10.734 -11.150 
19.19192 4.849 -0.506 -4.655 -7.164 -8.448 -9.053 -9.959 -10.660 -11.102 
19.39394 4.860 -1.041 -4.543 -7.059 -8.269 -8.973 -9.892 -10.652 -11.059 
19.59596 4.822 -0.648 -4.544 -6.904 -8.242 -9.024 -9.825 -10.539 -11.004 
19.79798 4.513 -0.323 -4.371 -6.874 -8.181 -8.802 -9.748 -10.480 -10.837 
20.00000 5.388 -0.206 -4.043 -6.553 -7.871 -8.707 -9.580 -10.299 -10.744 
