# t[days] u g r i z y J H K
0.20202 -11.562 -12.490 -13.303 -13.088 -12.887 -10.412 -11.486 -12.373 -5.162 
0.40404 -13.096 -14.198 -14.286 -14.019 -13.714 -13.856 -14.326 -4.154 -13.835 
0.60606 -14.232 -14.693 -14.737 -14.200 -14.985 -14.198 -14.172 -14.513 -13.898 
0.80808 -13.791 -14.383 -14.355 -14.865 -14.502 -14.112 -14.176 -14.056 -14.004 
1.01010 -13.198 -14.400 -14.574 -14.222 -14.212 -13.755 -14.139 -14.001 -13.648 
1.21212 -13.012 -14.082 -14.261 -14.474 -14.451 -14.487 -15.180 -14.176 -14.167 
1.41414 -12.473 -13.986 -13.923 -14.719 -14.611 -14.778 -14.411 -13.673 -14.497 
1.61616 -13.421 -14.577 -14.818 -15.265 -15.246 -15.352 -15.185 -15.247 -15.539 
1.81818 -13.850 -15.003 -15.496 -15.821 -16.166 -16.063 -16.076 -16.246 -15.844 
2.02020 -13.918 -15.290 -15.330 -16.105 -16.445 -16.334 -16.167 -16.345 -15.688 
2.22222 -13.700 -15.181 -15.590 -15.988 -16.458 -16.717 -16.293 -16.351 -15.711 
2.42424 -13.889 -14.973 -15.536 -16.035 -16.373 -16.422 -16.429 -16.375 -16.314 
2.62626 -13.659 -14.566 -15.415 -16.021 -16.188 -16.516 -16.448 -16.317 -16.235 
2.82828 -13.382 -14.356 -15.157 -15.750 -16.180 -16.365 -16.258 -16.100 -15.866 
3.03030 -12.786 -13.873 -14.782 -15.525 -15.923 -16.240 -16.185 -16.138 -15.809 
3.23232 -13.087 -13.975 -14.701 -15.368 -15.961 -16.271 -16.007 -16.094 -15.914 
3.43434 -12.977 -13.819 -14.684 -15.329 -15.797 -16.017 -15.969 -15.799 -15.755 
3.63636 -12.684 -13.541 -14.528 -15.123 -15.707 -15.922 -15.829 -15.880 -15.593 
3.83838 -12.796 -13.783 -14.524 -15.051 -15.592 -15.827 -15.791 -15.702 -15.719 
4.04040 -12.830 -13.652 -14.327 -14.967 -15.511 -15.840 -15.632 -15.675 -15.579 
4.24242 -12.649 -13.581 -14.445 -14.836 -15.344 -15.668 -15.549 -15.314 -15.451 
4.44444 -12.677 -13.570 -14.144 -14.802 -15.338 -15.613 -15.464 -15.575 -15.142 
4.64646 -12.310 -13.409 -14.249 -14.702 -15.234 -15.456 -15.292 -15.235 -15.106 
4.84848 -12.305 -13.157 -13.995 -14.623 -15.094 -15.282 -15.298 -15.180 -14.879 
5.05051 -11.961 -13.015 -13.914 -14.637 -15.018 -15.256 -15.334 -15.021 -15.031 
5.25253 -11.720 -13.103 -13.803 -14.581 -14.947 -15.253 -15.073 -14.902 -14.775 
5.45455 -11.865 -12.950 -13.830 -14.395 -14.925 -15.090 -14.986 -14.905 -14.794 
5.65657 -11.493 -12.704 -13.611 -14.371 -14.734 -15.099 -14.979 -14.869 -14.940 
5.85859 -11.371 -12.435 -13.492 -14.187 -14.695 -14.905 -14.882 -14.834 -14.578 
6.06061 -10.986 -12.484 -13.425 -14.080 -14.583 -14.949 -14.914 -14.629 -14.365 
6.26263 -10.587 -12.098 -13.308 -13.969 -14.591 -14.920 -14.820 -14.429 -14.376 
6.46465 -10.632 -12.410 -13.244 -13.995 -14.406 -14.777 -14.688 -14.580 -14.331 
6.66667 -10.477 -11.977 -13.031 -13.794 -14.442 -14.688 -14.640 -14.498 -14.293 
6.86869 -10.451 -12.006 -12.951 -13.795 -14.348 -14.613 -14.592 -14.444 -14.200 
7.07071 -9.946 -11.779 -12.859 -13.815 -14.234 -14.636 -14.558 -14.438 -14.113 
7.27273 -9.851 -11.787 -12.759 -13.534 -14.317 -14.432 -14.476 -14.370 -14.041 
7.47475 -9.440 -11.572 -12.534 -13.512 -14.066 -14.366 -14.332 -14.219 -14.142 
7.67677 -9.326 -11.396 -12.785 -13.603 -14.129 -14.493 -14.358 -14.286 -13.927 
7.87879 -9.772 -11.160 -12.499 -13.494 -14.047 -14.334 -14.436 -14.146 -13.885 
8.08081 -9.334 -11.092 -12.609 -13.271 -13.940 -14.229 -14.294 -14.126 -13.850 
8.28283 -9.197 -11.041 -12.477 -13.344 -13.873 -14.145 -14.232 -14.112 -14.030 
8.48485 -8.475 -10.958 -12.237 -13.162 -13.874 -14.127 -14.147 -14.142 -13.845 
8.68687 -8.468 -10.958 -12.321 -13.204 -13.655 -14.093 -14.163 -14.083 -13.936 
8.88889 -8.335 -10.621 -11.827 -12.876 -13.481 -13.835 -14.072 -14.025 -13.810 
9.09091 -8.000 -10.604 -11.787 -12.857 -13.425 -13.892 -13.949 -13.879 -13.710 
9.29293 -8.142 -10.457 -11.791 -12.774 -13.456 -13.788 -13.885 -13.880 -13.625 
9.49495 -7.555 -10.418 -11.490 -12.682 -13.310 -13.707 -13.815 -13.797 -13.512 
9.69697 -7.426 -10.047 -11.521 -12.604 -13.308 -13.741 -13.906 -13.778 -13.625 
9.89899 -7.198 -9.801 -11.382 -12.464 -13.184 -13.579 -13.760 -13.721 -13.579 
10.10101 -7.538 -9.604 -11.251 -12.296 -13.136 -13.533 -13.679 -13.779 -13.521 
10.30303 -7.004 -9.440 -11.264 -12.432 -13.075 -13.463 -13.707 -13.652 -13.520 
10.50505 -6.470 -9.488 -11.120 -12.261 -13.008 -13.368 -13.617 -13.643 -13.609 
10.70707 -6.790 -9.275 -10.933 -12.183 -12.906 -13.285 -13.594 -13.692 -13.382 
10.90909 -6.412 -9.313 -10.997 -12.107 -12.895 -13.280 -13.593 -13.623 -13.471 
11.11111 -5.998 -8.851 -10.728 -12.035 -12.728 -13.195 -13.485 -13.633 -13.422 
11.31313 -6.307 -8.776 -10.564 -11.978 -12.647 -13.144 -13.413 -13.505 -13.403 
11.51515 -6.296 -8.624 -10.461 -11.793 -12.601 -13.090 -13.464 -13.491 -13.335 
11.71717 -5.477 -8.515 -10.730 -11.683 -12.516 -12.976 -13.339 -13.378 -13.321 
11.91919 -5.783 -8.177 -10.268 -11.573 -12.432 -12.940 -13.323 -13.400 -13.320 
12.12121 -5.250 -8.357 -10.134 -11.616 -12.345 -12.943 -13.232 -13.326 -13.245 
12.32323 -5.221 -8.075 -10.142 -11.474 -12.367 -12.773 -13.142 -13.330 -13.269 
12.52525 -4.567 -7.986 -10.075 -11.398 -12.265 -12.812 -13.106 -13.272 -13.246 
12.72727 -4.272 -7.749 -9.906 -11.351 -12.231 -12.655 -13.066 -13.183 -13.092 
12.92929 -4.874 -7.666 -9.742 -11.322 -12.168 -12.629 -12.993 -13.190 -13.249 
13.13131 -4.946 -7.566 -9.736 -11.095 -12.094 -12.507 -12.931 -13.120 -13.118 
13.33333 -3.982 -7.426 -9.710 -11.151 -12.006 -12.462 -12.970 -13.149 -13.077 
13.53535 -4.194 -7.537 -9.532 -10.995 -11.928 -12.382 -12.901 -13.034 -13.054 
13.73737 -3.992 -7.143 -9.426 -10.964 -11.818 -12.446 -12.836 -13.005 -13.047 
13.93939 -3.718 -7.002 -9.362 -10.862 -11.868 -12.342 -12.774 -13.047 -13.007 
14.14141 -3.946 -6.850 -9.203 -10.791 -11.776 -12.298 -12.706 -12.966 -13.013 
14.34343 -3.390 -6.902 -9.057 -10.743 -11.702 -12.229 -12.734 -12.957 -12.958 
14.54545 -3.578 -6.750 -9.083 -10.676 -11.662 -12.229 -12.691 -12.965 -12.913 
14.74747 -3.586 -6.525 -9.035 -10.602 -11.605 -12.130 -12.641 -12.956 -12.856 
14.94949 -3.031 -6.546 -9.133 -10.469 -11.449 -12.111 -12.628 -12.926 -12.875 
15.15152 -2.917 -6.259 -8.737 -10.408 -11.452 -12.001 -12.551 -12.900 -12.911 
15.35354 -2.787 -6.162 -8.848 -10.360 -11.408 -12.024 -12.517 -12.802 -12.869 
15.55556 -3.126 -6.077 -8.562 -10.272 -11.312 -11.912 -12.460 -12.808 -12.810 
15.75758 -2.563 -5.833 -8.498 -10.276 -11.314 -11.962 -12.448 -12.767 -12.785 
15.95960 -2.511 -6.040 -8.501 -10.177 -11.228 -11.796 -12.468 -12.762 -12.781 
16.16162 -2.304 -5.702 -8.384 -10.133 -11.158 -11.786 -12.404 -12.752 -12.776 
16.36364 -2.120 -5.740 -8.143 -10.128 -11.125 -11.853 -12.358 -12.702 -12.822 
16.56566 -2.063 -5.329 -8.090 -9.970 -11.096 -11.743 -12.335 -12.700 -12.768 
16.76768 -1.884 -5.306 -8.063 -9.934 -10.976 -11.698 -12.295 -12.621 -12.751 
16.96970 -1.786 -5.024 -7.879 -9.839 -11.015 -11.660 -12.320 -12.665 -12.780 
17.17172 -1.627 -4.989 -7.838 -9.835 -10.967 -11.553 -12.201 -12.695 -12.757 
17.37374 -1.492 -5.148 -7.927 -9.841 -10.913 -11.568 -12.199 -12.662 -12.747 
17.57576 -1.439 -5.140 -7.723 -9.705 -10.787 -11.566 -12.215 -12.604 -12.731 
17.77778 -1.235 -4.823 -7.660 -9.599 -10.807 -11.659 -12.160 -12.622 -12.769 
17.97980 -1.147 -4.810 -7.553 -9.513 -10.758 -11.483 -12.174 -12.536 -12.733 
18.18182 -1.010 -4.847 -7.399 -9.503 -10.713 -11.422 -12.103 -12.608 -12.729 
18.38384 -0.961 -4.274 -7.347 -9.385 -10.708 -11.410 -12.125 -12.582 -12.757 
18.58586 -0.827 -4.025 -7.299 -9.505 -10.749 -11.354 -12.053 -12.495 -12.656 
18.78788 -0.805 -4.683 -7.351 -9.358 -10.591 -11.291 -12.058 -12.505 -12.671 
18.98990 -0.716 -3.979 -7.005 -9.270 -10.566 -11.305 -12.016 -12.486 -12.653 
19.19192 -0.942 -4.189 -6.807 -9.160 -10.493 -11.253 -11.942 -12.452 -12.655 
19.39394 -0.606 -4.402 -6.754 -9.224 -10.416 -11.287 -11.954 -12.428 -12.570 
19.59596 -0.520 -3.786 -6.752 -9.009 -10.365 -11.057 -11.858 -12.333 -12.633 
19.79798 -0.909 -4.057 -6.472 -8.837 -10.262 -10.995 -11.808 -12.325 -12.441 
20.00000 -0.408 -3.612 -6.508 -8.687 -10.161 -10.976 -11.730 -12.184 -12.398 
