# t[days] u g r i z y J H K
0.20202 -12.423 -12.900 -13.178 -12.075 -10.626 -11.607 -7.077 -13.212 -11.350 
0.40404 -13.611 -14.813 -14.780 -13.917 -14.210 -13.758 -13.556 -12.062 -12.683 
0.60606 -14.238 -14.946 -15.189 -15.424 -14.488 -14.473 -13.838 -13.646 -4.853 
0.80808 -13.940 -14.680 -14.850 -14.900 -14.268 -14.780 -13.064 -11.128 -9.372 
1.01010 -12.786 -13.786 -14.694 -14.692 -15.166 -14.484 -13.595 -14.835 -14.120 
1.21212 -12.616 -13.965 -14.444 -14.783 -14.144 -14.119 -14.513 -13.632 -10.932 
1.41414 -11.768 -13.273 -13.928 -14.397 -14.155 -14.793 -14.321 -15.305 -10.949 
1.61616 -12.971 -14.320 -14.369 -14.971 -15.292 -15.004 -15.295 -15.453 -14.360 
1.81818 -13.703 -14.728 -14.944 -15.519 -15.743 -15.996 -15.833 -15.632 -15.270 
2.02020 -13.851 -15.135 -15.568 -15.938 -16.397 -16.322 -16.203 -16.310 -15.879 
2.22222 -13.466 -14.903 -15.536 -15.958 -16.440 -16.501 -16.349 -16.305 -16.252 
2.42424 -13.754 -14.873 -15.581 -16.121 -16.527 -16.504 -16.609 -16.418 -16.281 
2.62626 -13.592 -14.926 -15.512 -16.001 -16.485 -16.610 -16.511 -16.443 -16.558 
2.82828 -13.071 -14.221 -15.227 -15.862 -16.484 -16.657 -16.476 -16.450 -16.117 
3.03030 -13.438 -14.208 -15.093 -15.831 -16.317 -16.537 -16.398 -16.372 -16.358 
3.23232 -13.666 -14.182 -15.024 -15.533 -16.024 -16.428 -16.339 -16.400 -16.028 
3.43434 -13.691 -14.237 -14.862 -15.512 -16.079 -16.296 -16.159 -16.168 -16.053 
3.63636 -13.321 -14.058 -14.782 -15.396 -15.903 -16.061 -16.081 -15.981 -15.875 
3.83838 -13.234 -13.999 -14.676 -15.255 -15.722 -16.052 -15.932 -15.998 -15.912 
4.04040 -12.941 -13.556 -14.398 -15.155 -15.705 -15.819 -15.844 -15.751 -15.886 
4.24242 -13.091 -13.892 -14.544 -14.985 -15.520 -15.862 -15.552 -15.614 -15.771 
4.44444 -13.071 -13.650 -14.297 -14.895 -15.375 -15.701 -15.731 -15.491 -15.548 
4.64646 -12.585 -13.414 -14.207 -14.824 -15.486 -15.683 -15.570 -15.492 -15.502 
4.84848 -12.937 -13.595 -14.362 -14.805 -15.232 -15.640 -15.500 -15.284 -15.437 
5.05051 -12.080 -13.281 -13.861 -14.642 -15.161 -15.466 -15.311 -15.321 -15.123 
5.25253 -12.090 -12.907 -13.990 -14.583 -15.106 -15.437 -15.231 -15.149 -15.250 
5.45455 -11.706 -12.851 -13.824 -14.559 -15.050 -15.243 -15.198 -15.108 -14.783 
5.65657 -11.900 -12.980 -13.782 -14.523 -14.901 -15.300 -15.230 -14.894 -15.034 
5.85859 -11.807 -12.808 -13.697 -14.373 -14.942 -15.084 -15.083 -14.956 -14.833 
6.06061 -11.485 -12.780 -13.566 -14.389 -14.883 -15.115 -15.028 -14.768 -14.888 
6.26263 -11.120 -12.622 -13.522 -14.119 -14.864 -15.164 -15.029 -14.843 -14.487 
6.46465 -11.537 -12.454 -13.443 -14.192 -14.707 -14.940 -14.875 -14.827 -14.574 
6.66667 -10.902 -12.339 -13.327 -14.074 -14.623 -14.935 -14.918 -14.716 -14.603 
6.86869 -10.543 -12.209 -13.303 -14.004 -14.549 -14.850 -14.738 -14.587 -14.331 
7.07071 -10.450 -12.142 -13.242 -14.009 -14.464 -14.822 -14.726 -14.544 -14.298 
