# t[days] u g r i z y J H K
0.20202 -10.731 -11.094 -9.323 -8.253 -9.636 -12.329 -11.873 -4.884 -8.548 
0.40404 -13.121 -14.152 -14.340 -14.396 -13.956 -13.406 -12.445 -13.416 -11.675 
0.60606 -14.040 -14.997 -15.410 -15.277 -14.814 -14.624 -14.061 -14.608 -14.524 
0.80808 -14.075 -15.144 -15.658 -15.702 -15.556 -15.483 -15.213 -14.852 -14.326 
1.01010 -14.140 -15.404 -15.457 -15.447 -15.001 -15.620 -15.079 -14.980 -14.821 
1.21212 -13.685 -15.152 -15.810 -15.715 -15.609 -15.703 -15.040 -15.185 -14.295 
1.41414 -13.439 -14.956 -15.395 -15.870 -15.891 -15.557 -15.495 -15.322 -15.190 
1.61616 -12.693 -14.747 -15.634 -15.826 -16.026 -15.572 -15.640 -15.529 -15.258 
1.81818 -12.460 -14.707 -15.458 -15.616 -15.667 -15.990 -15.636 -15.663 -15.574 
2.02020 -12.480 -14.481 -15.237 -15.607 -15.603 -15.817 -15.873 -15.745 -15.549 
2.22222 -12.108 -14.239 -15.165 -15.520 -15.624 -15.750 -15.801 -15.844 -15.673 
2.42424 -11.832 -14.040 -14.876 -15.274 -15.603 -15.698 -15.818 -15.811 -15.741 
2.62626 -11.613 -13.702 -14.713 -15.030 -15.452 -15.637 -15.653 -15.678 -15.658 
2.82828 -11.474 -13.528 -14.282 -15.013 -15.424 -15.535 -15.661 -15.685 -15.625 
3.03030 -11.498 -13.257 -14.008 -14.714 -15.086 -15.395 -15.405 -15.599 -15.602 
3.23232 -11.235 -13.074 -13.932 -14.630 -15.130 -15.488 -15.361 -15.465 -15.457 
3.43434 -11.305 -12.715 -13.535 -14.405 -15.038 -15.296 -15.294 -15.320 -15.358 
3.63636 -10.858 -12.372 -13.533 -14.405 -14.921 -15.037 -15.171 -15.230 -15.062 
3.83838 -10.695 -12.087 -13.218 -14.291 -14.826 -15.044 -15.064 -15.190 -15.179 
4.04040 -10.485 -12.053 -13.186 -14.023 -14.736 -14.847 -14.994 -15.070 -15.053 
4.24242 -10.506 -11.819 -12.918 -13.907 -14.600 -14.945 -14.876 -14.941 -15.120 
4.44444 -10.323 -11.617 -12.856 -13.906 -14.563 -14.808 -14.808 -14.954 -15.071 
4.64646 -9.992 -11.384 -12.619 -13.818 -14.424 -14.764 -14.801 -14.938 -14.954 
4.84848 -9.934 -11.292 -12.625 -13.656 -14.383 -14.734 -14.784 -14.752 -15.000 
5.05051 -9.612 -11.289 -12.471 -13.537 -14.350 -14.656 -14.599 -14.534 -14.789 
5.25253 -9.909 -11.132 -12.384 -13.515 -14.170 -14.416 -14.594 -14.689 -14.537 
5.45455 -9.394 -10.765 -12.404 -13.309 -14.051 -14.409 -14.394 -14.517 -14.627 
5.65657 -9.222 -10.935 -12.229 -13.383 -13.989 -14.344 -14.428 -14.453 -14.604 
5.85859 -9.179 -10.661 -12.131 -13.216 -13.963 -14.253 -14.406 -14.324 -14.308 
6.06061 -9.096 -10.913 -12.162 -13.176 -13.828 -14.194 -14.157 -14.333 -14.428 
6.26263 -8.820 -10.645 -11.861 -13.068 -13.720 -14.161 -14.125 -14.273 -14.323 
6.46465 -8.800 -10.308 -11.817 -12.947 -13.722 -14.085 -14.200 -14.167 -14.281 
6.66667 -8.657 -10.510 -11.840 -12.841 -13.583 -13.897 -14.096 -14.059 -14.173 
6.86869 -8.502 -10.301 -11.654 -12.778 -13.497 -13.865 -13.926 -14.122 -14.160 
7.07071 -8.174 -10.196 -11.695 -12.788 -13.545 -13.863 -13.939 -13.937 -14.004 
7.27273 -8.742 -10.165 -11.639 -12.580 -13.420 -13.758 -13.879 -13.958 -14.006 
