# t[days] u g r i z y J H K
0.20202 -11.688 -12.052 -12.391 -11.677 -9.710 -10.126 -11.986 -12.340 -13.736 
0.40404 -13.461 -14.505 -14.425 -13.633 -14.166 -13.900 -13.646 -12.723 -10.084 
0.60606 -13.723 -14.610 -14.746 -14.834 -14.262 -14.140 -13.273 -13.944 -11.878 
0.80808 -12.801 -14.174 -14.481 -14.791 -14.533 -14.195 -13.899 -13.712 -12.734 
1.01010 -12.737 -14.127 -14.706 -14.559 -15.105 -14.300 -14.123 -13.780 -15.077 
1.21212 -12.806 -14.312 -14.642 -14.861 -14.986 -14.829 -14.554 -14.132 -13.302 
1.41414 -12.698 -14.319 -14.783 -14.813 -15.325 -15.305 -15.306 -15.172 -14.657 
1.61616 -13.041 -14.621 -15.134 -15.473 -15.659 -15.730 -15.578 -15.471 -15.305 
1.81818 -12.864 -14.557 -14.974 -15.531 -15.880 -15.819 -15.753 -15.841 -15.570 
2.02020 -12.763 -14.275 -14.989 -15.643 -16.023 -15.887 -15.750 -15.948 -15.469 
2.22222 -13.013 -14.086 -14.920 -15.489 -15.756 -16.151 -15.972 -15.992 -15.551 
2.42424 -12.835 -13.867 -14.736 -15.323 -15.788 -15.993 -15.805 -15.615 -15.250 
2.62626 -12.690 -13.576 -14.481 -15.240 -15.694 -15.964 -15.838 -15.736 -15.776 
2.82828 -12.194 -13.396 -14.451 -15.056 -15.525 -15.767 -15.738 -15.571 -15.673 
3.03030 -12.262 -13.433 -14.210 -14.959 -15.526 -15.801 -15.549 -15.651 -15.388 
3.23232 -12.343 -13.465 -14.301 -14.921 -15.397 -15.832 -15.492 -15.538 -15.519 
3.43434 -12.039 -13.022 -14.000 -14.771 -15.341 -15.473 -15.445 -15.324 -15.251 
3.63636 -11.540 -12.825 -13.813 -14.682 -15.131 -15.454 -15.398 -15.123 -15.061 
3.83838 -11.652 -12.948 -13.902 -14.542 -15.099 -15.280 -15.265 -15.129 -14.844 
4.04040 -11.658 -12.737 -13.732 -14.531 -14.947 -15.277 -15.200 -14.868 -14.978 
4.24242 -11.166 -12.543 -13.507 -14.294 -14.850 -15.150 -15.039 -14.911 -14.862 
4.44444 -11.406 -12.289 -13.368 -14.167 -14.874 -15.110 -14.894 -14.730 -14.592 
4.64646 -10.973 -12.386 -13.247 -14.158 -14.743 -14.999 -14.910 -14.744 -14.607 
4.84848 -10.758 -12.370 -13.302 -14.148 -14.693 -14.854 -14.792 -14.569 -14.303 
5.05051 -10.557 -12.135 -13.179 -13.891 -14.571 -14.740 -14.756 -14.512 -14.398 
5.25253 -10.454 -12.074 -13.150 -13.891 -14.472 -14.838 -14.590 -14.356 -14.419 
5.45455 -10.015 -11.691 -12.880 -13.688 -14.378 -14.561 -14.483 -14.414 -14.323 
5.65657 -9.957 -11.765 -12.848 -13.625 -14.273 -14.616 -14.433 -14.274 -14.020 
5.85859 -9.753 -11.505 -12.858 -13.538 -14.051 -14.452 -14.299 -14.089 -14.101 
6.06061 -9.328 -11.401 -12.612 -13.439 -14.074 -14.333 -14.289 -14.171 -14.045 
6.26263 -9.537 -11.427 -12.545 -13.351 -13.949 -14.204 -14.157 -14.017 -13.800 
6.46465 -9.184 -11.107 -12.406 -13.297 -13.841 -14.142 -14.123 -13.959 -13.805 
6.66667 -9.022 -10.962 -12.324 -13.092 -13.807 -14.099 -14.091 -13.821 -13.691 
6.86869 -8.825 -10.914 -12.269 -13.034 -13.752 -14.015 -14.010 -13.865 -13.665 
7.07071 -8.522 -10.679 -12.100 -12.980 -13.666 -13.909 -13.990 -13.790 -13.660 
7.27273 -8.569 -10.744 -11.894 -12.896 -13.424 -13.800 -13.850 -13.781 -13.543 
7.47475 -8.530 -10.315 -11.802 -12.879 -13.366 -13.721 -13.825 -13.713 -13.548 
7.67677 -7.706 -10.266 -11.739 -12.715 -13.369 -13.747 -13.794 -13.579 -13.407 
7.87879 -7.694 -10.069 -11.549 -12.638 -13.279 -13.566 -13.702 -13.479 -13.447 
8.08081 -7.510 -9.939 -11.421 -12.550 -13.186 -13.497 -13.681 -13.531 -13.322 
8.28283 -7.301 -9.773 -11.374 -12.392 -13.107 -13.502 -13.608 -13.512 -13.409 
8.48485 -7.194 -9.706 -11.283 -12.374 -13.042 -13.402 -13.508 -13.573 -13.240 
8.68687 -6.973 -9.413 -11.198 -12.233 -12.954 -13.319 -13.507 -13.437 -13.172 
8.88889 -6.780 -9.406 -11.128 -12.133 -12.879 -13.232 -13.398 -13.389 -13.244 
9.09091 -6.475 -9.258 -10.965 -12.000 -12.832 -13.160 -13.412 -13.290 -13.154 
9.29293 -6.161 -8.941 -10.747 -11.962 -12.706 -13.077 -13.283 -13.275 -13.183 
9.49495 -6.253 -9.002 -10.608 -11.905 -12.671 -12.963 -13.154 -13.225 -13.164 
9.69697 -5.842 -8.759 -10.592 -11.831 -12.599 -12.972 -13.165 -13.278 -13.113 
9.89899 -5.671 -8.622 -10.479 -11.634 -12.456 -12.888 -13.098 -13.167 -12.993 
10.10101 -5.820 -8.515 -10.311 -11.647 -12.400 -12.761 -13.102 -13.100 -12.971 
10.30303 -5.541 -8.306 -10.261 -11.489 -12.331 -12.747 -13.011 -13.077 -12.983 
10.50505 -4.805 -8.198 -10.091 -11.476 -12.239 -12.674 -12.937 -13.063 -12.982 
10.70707 -4.703 -8.136 -10.088 -11.358 -12.144 -12.551 -12.869 -13.026 -12.947 
10.90909 -4.476 -8.031 -9.938 -11.372 -12.220 -12.500 -12.874 -12.973 -12.787 
11.11111 -4.472 -7.840 -9.958 -11.309 -12.074 -12.455 -12.781 -12.910 -12.861 
11.31313 -4.319 -7.491 -9.733 -11.083 -11.951 -12.358 -12.787 -12.904 -12.858 
11.51515 -4.092 -7.500 -9.595 -11.017 -11.934 -12.355 -12.682 -12.798 -12.792 
11.71717 -4.689 -7.244 -9.545 -10.958 -11.896 -12.378 -12.677 -12.838 -12.756 
11.91919 -3.869 -7.226 -9.342 -10.885 -11.836 -12.291 -12.646 -12.780 -12.720 
12.12121 -4.037 -7.030 -9.309 -10.836 -11.686 -12.247 -12.589 -12.742 -12.813 
12.32323 -3.366 -6.905 -9.311 -10.715 -11.727 -12.117 -12.600 -12.691 -12.792 
12.52525 -4.027 -6.840 -9.006 -10.639 -11.585 -12.085 -12.534 -12.706 -12.668 
12.72727 -2.870 -6.788 -9.039 -10.782 -11.655 -12.041 -12.532 -12.715 -12.721 
12.92929 -3.180 -6.600 -8.854 -10.530 -11.542 -12.060 -12.447 -12.661 -12.590 
13.13131 -2.537 -6.330 -8.776 -10.480 -11.511 -12.026 -12.392 -12.616 -12.642 
13.33333 -3.396 -6.331 -8.736 -10.430 -11.390 -11.986 -12.372 -12.641 -12.607 
13.53535 -2.739 -6.038 -8.705 -10.340 -11.354 -11.871 -12.348 -12.604 -12.693 
13.73737 -2.384 -6.119 -8.575 -10.320 -11.302 -11.811 -12.299 -12.610 -12.649 
13.93939 -2.224 -5.927 -8.363 -10.123 -11.244 -11.751 -12.338 -12.560 -12.577 
14.14141 -2.055 -5.718 -8.299 -10.170 -11.235 -11.731 -12.232 -12.513 -12.609 
14.34343 -1.948 -5.717 -8.212 -10.082 -11.192 -11.709 -12.244 -12.570 -12.553 
14.54545 -2.515 -5.857 -8.193 -10.031 -11.165 -11.638 -12.227 -12.489 -12.552 
14.74747 -1.720 -5.290 -8.177 -9.951 -11.123 -11.596 -12.188 -12.523 -12.588 
14.94949 -1.557 -5.004 -7.782 -9.841 -10.988 -11.666 -12.122 -12.545 -12.532 
15.15152 -1.463 -5.510 -8.047 -9.885 -10.954 -11.563 -12.185 -12.427 -12.517 
15.35354 -1.374 -5.338 -7.807 -9.784 -10.968 -11.557 -12.151 -12.431 -12.551 
15.55556 -1.298 -4.892 -7.819 -9.690 -10.895 -11.553 -12.048 -12.409 -12.557 
15.75758 -1.203 -5.222 -7.806 -9.709 -10.814 -11.404 -12.060 -12.425 -12.543 
15.95960 -1.128 -5.077 -7.574 -9.538 -10.716 -11.397 -12.016 -12.411 -12.457 
16.16162 -1.014 -4.788 -7.458 -9.520 -10.782 -11.336 -11.983 -12.420 -12.500 
16.36364 -0.980 -4.631 -7.451 -9.479 -10.631 -11.282 -11.923 -12.366 -12.488 
16.56566 -0.836 -4.498 -7.190 -9.384 -10.582 -11.257 -11.946 -12.348 -12.460 
16.76768 -0.704 -4.348 -7.339 -9.268 -10.467 -11.218 -11.926 -12.270 -12.410 
16.96970 -0.645 -4.515 -7.129 -9.195 -10.476 -11.188 -11.890 -12.276 -12.386 
17.17172 -0.484 -3.982 -7.129 -9.282 -10.434 -11.123 -11.780 -12.255 -12.412 
17.37374 -0.439 -3.738 -6.965 -9.188 -10.359 -11.117 -11.756 -12.246 -12.403 
17.57576 -0.331 -4.143 -6.921 -9.077 -10.395 -11.112 -11.742 -12.203 -12.460 
17.77778 -0.208 -3.841 -6.903 -9.032 -10.304 -10.932 -11.725 -12.229 -12.426 
17.97980 -0.062 -3.734 -6.893 -9.035 -10.293 -10.880 -11.691 -12.187 -12.375 
18.18182 0.111 -3.255 -6.701 -8.978 -10.164 -10.913 -11.653 -12.125 -12.356 
18.38384 0.271 -3.522 -6.470 -8.855 -10.124 -10.880 -11.665 -12.151 -12.353 
18.58586 0.293 -3.413 -6.502 -8.813 -10.150 -10.866 -11.597 -12.134 -12.326 
18.78788 0.514 -2.995 -6.375 -8.801 -10.216 -10.871 -11.554 -12.123 -12.327 
18.98990 0.654 -2.963 -6.206 -8.610 -10.006 -10.665 -11.539 -12.028 -12.309 
19.19192 0.790 -2.483 -6.179 -8.584 -9.990 -10.652 -11.490 -12.049 -12.258 
19.39394 0.829 -2.410 -5.922 -8.547 -9.900 -10.612 -11.452 -11.973 -12.233 
19.59596 0.991 -2.368 -5.962 -8.498 -9.767 -10.540 -11.361 -11.909 -12.178 
19.79798 1.197 -2.263 -5.702 -8.174 -9.732 -10.790 -11.220 -11.867 -12.070 
20.00000 1.330 -2.354 -5.685 -8.044 -9.570 -10.386 -11.127 -11.712 -12.039 
