# t[days] u g r i z y J H K
0.20202 -11.434 -13.165 -13.517 -12.212 -13.955 -10.359 -8.801 -5.658 -1.864 
0.40404 -14.449 -15.633 -15.397 -14.594 -15.007 -13.978 -13.249 -13.420 -12.835 
0.60606 -15.141 -15.926 -16.355 -16.242 -16.123 -15.845 -14.882 -14.960 -14.047 
0.80808 -15.430 -16.494 -16.762 -16.637 -16.449 -16.288 -16.002 -15.547 -14.810 
1.01010 -15.473 -16.643 -16.968 -16.803 -16.784 -16.533 -16.198 -15.643 -15.266 
1.21212 -15.410 -16.607 -17.042 -17.006 -16.699 -16.808 -16.744 -16.384 -16.052 
1.41414 -15.123 -16.590 -16.953 -16.951 -17.115 -16.979 -16.626 -16.517 -16.088 
1.61616 -14.679 -16.524 -16.788 -16.898 -16.897 -16.893 -16.812 -16.734 -16.568 
1.81818 -14.373 -16.231 -16.799 -17.010 -17.083 -17.121 -17.011 -16.695 -16.299 
2.02020 -13.957 -16.051 -16.729 -16.999 -17.063 -17.101 -16.873 -16.859 -16.716 
2.22222 -13.696 -15.876 -16.501 -16.840 -17.041 -17.106 -17.007 -16.871 -16.618 
2.42424 -13.501 -15.710 -16.389 -16.678 -16.898 -17.117 -17.008 -16.753 -16.604 
2.62626 -13.188 -15.394 -16.200 -16.598 -16.715 -16.967 -16.829 -16.841 -16.625 
2.82828 -12.858 -15.165 -15.874 -16.328 -16.617 -16.854 -16.704 -16.811 -16.418 
3.03030 -12.636 -14.822 -15.714 -16.130 -16.421 -16.596 -16.634 -16.477 -16.492 
3.23232 -12.333 -14.673 -15.494 -15.983 -16.394 -16.596 -16.508 -16.392 -16.256 
3.43434 -11.986 -14.163 -15.196 -15.802 -16.211 -16.489 -16.480 -16.341 -16.269 
3.63636 -11.853 -14.141 -15.054 -15.610 -16.153 -16.286 -16.262 -16.304 -16.090 
3.83838 -11.654 -13.922 -14.836 -15.520 -15.989 -16.145 -16.220 -16.158 -16.206 
