# t[days] u g r i z y J H K
0.20202 -10.656 -10.875 -9.416 -11.711 -12.215 -8.793 -7.699 -9.117 -10.431 
0.40404 -13.157 -14.335 -14.312 -14.690 -14.423 -13.603 -13.465 -13.312 -12.913 
0.60606 -14.502 -14.928 -15.046 -14.972 -14.751 -14.954 -14.528 -14.295 -12.979 
0.80808 -14.128 -15.106 -15.466 -15.091 -15.350 -14.952 -14.962 -14.755 -14.704 
1.01010 -13.864 -15.236 -15.640 -15.802 -15.628 -15.450 -15.490 -15.297 -14.605 
1.21212 -13.293 -14.870 -15.377 -15.692 -15.499 -15.421 -15.230 -15.427 -14.489 
1.41414 -13.591 -14.878 -15.316 -15.580 -15.584 -15.325 -15.411 -15.531 -14.418 
1.61616 -12.333 -14.541 -15.334 -15.387 -15.666 -15.548 -15.945 -15.466 -15.209 
1.81818 -11.106 -14.386 -15.143 -15.329 -15.611 -15.733 -15.723 -15.945 -15.632 
2.02020 -11.616 -13.909 -15.147 -15.411 -15.715 -15.539 -15.670 -15.778 -15.503 
2.22222 -11.459 -14.026 -14.905 -15.394 -15.630 -15.756 -15.639 -15.842 -15.673 
2.42424 -11.388 -13.350 -14.633 -15.187 -15.507 -15.500 -15.682 -15.677 -15.746 
2.62626 -11.553 -13.298 -14.368 -15.164 -15.565 -15.688 -15.716 -15.737 -15.785 
2.82828 -11.340 -13.026 -14.331 -15.083 -15.476 -15.542 -15.580 -15.814 -15.710 
3.03030 -11.286 -12.755 -14.047 -14.732 -15.204 -15.463 -15.486 -15.646 -15.480 
3.23232 -11.257 -12.329 -13.817 -14.685 -15.164 -15.457 -15.459 -15.622 -15.614 
3.43434 -11.037 -12.318 -13.727 -14.498 -15.096 -15.319 -15.461 -15.532 -15.494 
3.63636 -10.861 -12.008 -13.435 -14.341 -14.964 -15.045 -15.332 -15.296 -15.328 
3.83838 -10.714 -11.814 -13.193 -14.070 -14.915 -15.052 -15.213 -15.209 -15.294 
4.04040 -10.561 -11.932 -13.083 -13.966 -14.738 -14.993 -15.098 -15.221 -15.357 
4.24242 -10.401 -11.413 -12.806 -13.910 -14.666 -14.911 -15.142 -15.039 -15.112 
4.44444 -10.305 -11.425 -12.764 -13.822 -14.560 -14.937 -14.903 -15.128 -15.069 
4.64646 -10.177 -11.311 -12.708 -13.836 -14.485 -14.711 -14.894 -15.050 -15.083 
4.84848 -10.066 -11.231 -12.618 -13.770 -14.443 -14.790 -14.789 -14.932 -14.966 
5.05051 -9.833 -11.154 -12.313 -13.471 -14.246 -14.643 -14.708 -14.785 -14.838 
5.25253 -9.630 -10.818 -12.296 -13.438 -14.227 -14.546 -14.611 -14.935 -14.762 
5.45455 -9.494 -10.733 -12.246 -13.378 -14.050 -14.457 -14.532 -14.797 -14.750 
5.65657 -9.339 -10.775 -12.100 -13.355 -14.104 -14.463 -14.601 -14.676 -14.731 
5.85859 -9.267 -10.753 -12.080 -13.258 -14.071 -14.347 -14.479 -14.669 -14.832 
6.06061 -9.180 -10.723 -11.916 -13.206 -13.945 -14.201 -14.438 -14.361 -14.595 
6.26263 -8.945 -10.625 -11.930 -13.055 -13.907 -14.266 -14.433 -14.351 -14.254 
6.46465 -8.843 -10.570 -12.064 -13.023 -13.846 -14.178 -14.334 -14.253 -14.421 
6.66667 -8.628 -10.539 -11.785 -13.006 -13.761 -14.142 -14.105 -14.228 -14.268 
6.86869 -8.562 -10.296 -11.800 -12.971 -13.675 -14.125 -14.121 -14.279 -14.419 
7.07071 -8.584 -10.381 -11.678 -12.910 -13.652 -13.980 -14.193 -14.141 -14.362 
7.27273 -8.322 -10.125 -11.763 -12.896 -13.591 -14.019 -14.014 -14.185 -13.933 
7.47475 -8.190 -10.298 -11.616 -12.832 -13.564 -13.922 -13.908 -14.067 -14.065 
7.67677 -8.510 -9.975 -11.476 -12.789 -13.548 -13.903 -13.944 -13.956 -14.049 
7.87879 -7.877 -9.913 -11.435 -12.683 -13.421 -13.788 -13.955 -13.950 -13.928 
8.08081 -7.861 -9.876 -11.434 -12.556 -13.303 -13.827 -13.841 -13.856 -14.070 
8.28283 -7.573 -9.673 -11.427 -12.462 -13.234 -13.704 -13.841 -13.929 -13.940 
8.48485 -7.475 -9.539 -11.275 -12.427 -13.196 -13.664 -13.769 -13.810 -13.966 
8.68687 -7.571 -9.616 -11.241 -12.407 -13.161 -13.435 -13.710 -13.679 -13.682 
8.88889 -7.273 -9.459 -11.090 -12.403 -13.108 -13.556 -13.570 -13.657 -13.774 
9.09091 -7.034 -9.467 -10.976 -12.373 -13.027 -13.430 -13.690 -13.744 -13.643 
9.29293 -7.084 -9.211 -10.919 -12.188 -13.037 -13.368 -13.633 -13.611 -13.527 
9.49495 -6.717 -9.051 -10.877 -12.080 -12.912 -13.352 -13.513 -13.529 -13.646 
9.69697 -6.664 -9.015 -10.710 -11.990 -12.814 -13.231 -13.452 -13.531 -13.491 
9.89899 -6.517 -8.732 -10.533 -11.881 -12.685 -13.189 -13.418 -13.415 -13.447 
10.10101 -6.218 -8.708 -10.463 -11.959 -12.713 -13.104 -13.382 -13.489 -13.392 
10.30303 -6.030 -8.580 -10.606 -11.811 -12.738 -13.107 -13.347 -13.414 -13.354 
10.50505 -6.060 -8.605 -10.570 -11.805 -12.618 -13.023 -13.280 -13.348 -13.288 
10.70707 -5.892 -8.292 -10.306 -11.657 -12.570 -12.971 -13.270 -13.348 -13.356 
10.90909 -5.747 -8.246 -10.205 -11.583 -12.477 -12.960 -13.227 -13.255 -13.201 
11.11111 -5.528 -8.142 -10.434 -11.547 -12.401 -12.901 -13.135 -13.350 -13.360 
11.31313 -5.219 -8.111 -10.070 -11.453 -12.316 -12.791 -13.128 -13.155 -13.140 
11.51515 -5.613 -8.074 -9.918 -11.442 -12.282 -12.757 -13.051 -13.115 -13.166 
11.71717 -4.922 -7.756 -9.761 -11.335 -12.165 -12.676 -12.960 -13.124 -13.144 
11.91919 -5.156 -7.721 -9.641 -11.216 -12.173 -12.560 -12.992 -13.075 -13.005 
12.12121 -4.676 -7.663 -9.644 -11.182 -12.076 -12.520 -12.878 -13.024 -13.030 
12.32323 -4.674 -7.385 -9.589 -11.120 -12.018 -12.494 -12.839 -13.020 -13.023 
12.52525 -4.544 -7.375 -9.627 -10.991 -11.934 -12.401 -12.765 -12.973 -12.985 
12.72727 -4.200 -7.028 -9.397 -10.876 -11.812 -12.434 -12.719 -12.934 -12.937 
12.92929 -4.317 -7.147 -9.344 -10.874 -11.820 -12.381 -12.696 -12.876 -12.902 
13.13131 -4.296 -6.854 -9.223 -10.731 -11.781 -12.297 -12.733 -12.862 -12.869 
13.33333 -4.314 -6.704 -8.987 -10.667 -11.633 -12.177 -12.645 -12.829 -12.843 
13.53535 -3.800 -6.619 -8.940 -10.694 -11.642 -12.161 -12.638 -12.820 -12.829 
13.73737 -3.681 -6.745 -8.876 -10.600 -11.601 -12.095 -12.547 -12.825 -12.812 
13.93939 -3.632 -6.508 -8.786 -10.531 -11.486 -12.069 -12.501 -12.770 -12.847 
14.14141 -3.468 -6.559 -8.828 -10.450 -11.415 -11.956 -12.449 -12.711 -12.819 
14.34343 -3.339 -6.235 -8.532 -10.347 -11.388 -12.017 -12.416 -12.773 -12.749 
14.54545 -3.245 -6.204 -8.588 -10.232 -11.341 -11.922 -12.385 -12.684 -12.699 
