# t[days] u g r i z y J H K
0.20202 -11.602 -11.971 -13.080 -13.183 -8.854 -7.848 -7.585 -9.508 -5.210 
0.40404 -14.560 -14.990 -15.320 -15.215 -14.959 -15.053 -14.263 -13.339 -8.398 
0.60606 -15.242 -15.994 -16.306 -16.052 -15.785 -15.413 -15.077 -14.810 -14.608 
0.80808 -15.195 -16.200 -16.559 -16.342 -16.159 -16.064 -15.507 -15.249 -14.341 
1.01010 -14.941 -16.232 -16.734 -16.629 -16.410 -16.291 -15.919 -15.610 -15.158 
1.21212 -14.598 -16.091 -16.790 -16.771 -16.675 -16.488 -16.139 -15.935 -15.438 
1.41414 -14.089 -15.958 -16.636 -16.670 -16.554 -16.600 -16.303 -16.047 -15.416 
1.61616 -13.886 -15.691 -16.434 -16.536 -16.529 -16.518 -16.299 -16.054 -15.656 
1.81818 -13.384 -15.418 -16.239 -16.313 -16.434 -16.502 -16.244 -16.043 -15.656 
2.02020 -12.937 -15.175 -15.963 -16.150 -16.253 -16.326 -16.196 -16.020 -15.638 
2.22222 -12.466 -14.812 -15.753 -15.992 -16.034 -16.190 -16.125 -15.886 -15.576 
2.42424 -12.138 -14.466 -15.401 -15.729 -15.964 -16.044 -15.976 -15.793 -15.567 
2.62626 -11.677 -14.118 -15.138 -15.565 -15.820 -15.973 -15.918 -15.665 -15.476 
2.82828 -11.266 -13.885 -14.867 -15.393 -15.682 -15.839 -15.805 -15.662 -15.361 
3.03030 -10.920 -13.520 -14.629 -15.221 -15.539 -15.711 -15.625 -15.641 -15.363 
3.23232 -10.480 -13.228 -14.374 -15.011 -15.401 -15.595 -15.577 -15.582 -15.212 
3.43434 -10.341 -13.007 -14.230 -14.893 -15.226 -15.418 -15.452 -15.400 -15.252 
3.63636 -10.112 -12.730 -14.007 -14.636 -15.100 -15.249 -15.333 -15.297 -15.262 
3.83838 -9.748 -12.590 -13.873 -14.540 -14.899 -15.186 -15.225 -15.318 -15.075 
4.04040 -9.606 -12.459 -13.756 -14.372 -14.891 -15.047 -15.167 -15.191 -15.063 
4.24242 -9.178 -12.150 -13.542 -14.203 -14.747 -14.989 -15.099 -15.072 -15.154 
4.44444 -8.838 -11.912 -13.334 -14.132 -14.653 -14.882 -14.952 -15.055 -14.924 
4.64646 -8.789 -11.749 -13.235 -14.053 -14.461 -14.775 -14.864 -14.914 -14.941 
4.84848 -8.478 -11.502 -13.009 -13.808 -14.382 -14.665 -14.741 -14.868 -14.764 
5.05051 -8.187 -11.348 -12.907 -13.704 -14.213 -14.488 -14.679 -14.767 -14.725 
5.25253 -8.078 -11.130 -12.652 -13.582 -14.206 -14.419 -14.561 -14.718 -14.671 
5.45455 -7.717 -10.941 -12.536 -13.415 -14.000 -14.299 -14.438 -14.648 -14.651 
5.65657 -7.510 -10.736 -12.340 -13.341 -13.839 -14.169 -14.373 -14.491 -14.575 
5.85859 -7.086 -10.578 -12.288 -13.155 -13.750 -14.038 -14.287 -14.429 -14.541 
6.06061 -6.974 -10.338 -12.014 -13.099 -13.654 -13.972 -14.178 -14.372 -14.404 
6.26263 -6.611 -10.201 -11.940 -12.908 -13.549 -13.821 -14.061 -14.312 -14.434 
6.46465 -6.593 -9.965 -11.780 -12.760 -13.404 -13.697 -14.004 -14.185 -14.295 
6.66667 -6.376 -9.856 -11.605 -12.643 -13.289 -13.586 -13.915 -14.119 -14.206 
6.86869 -6.062 -9.508 -11.342 -12.473 -13.182 -13.471 -13.757 -14.051 -14.142 
7.07071 -6.104 -9.353 -11.275 -12.400 -13.017 -13.389 -13.685 -13.952 -14.146 
7.27273 -5.698 -9.360 -11.080 -12.314 -12.924 -13.229 -13.609 -13.894 -14.053 
7.47475 -5.361 -8.907 -10.982 -12.119 -12.843 -13.169 -13.583 -13.830 -14.076 
7.67677 -5.368 -8.971 -10.886 -12.075 -12.687 -13.110 -13.451 -13.789 -13.968 
7.87879 -4.672 -8.607 -10.715 -11.925 -12.718 -13.022 -13.365 -13.725 -13.932 
8.08081 -4.726 -8.411 -10.520 -11.845 -12.521 -12.861 -13.260 -13.655 -13.840 
8.28283 -4.433 -8.146 -10.421 -11.713 -12.375 -12.746 -13.215 -13.547 -13.786 
8.48485 -3.930 -8.048 -10.309 -11.679 -12.389 -12.723 -13.129 -13.495 -13.683 
8.68687 -3.902 -8.040 -10.130 -11.548 -12.238 -12.672 -13.032 -13.452 -13.637 
8.88889 -4.119 -7.811 -9.949 -11.383 -12.205 -12.536 -13.008 -13.377 -13.578 
9.09091 -3.504 -7.585 -9.783 -11.301 -12.126 -12.562 -12.915 -13.304 -13.532 
9.29293 -3.601 -7.244 -9.756 -11.209 -11.984 -12.357 -12.833 -13.212 -13.572 
9.49495 -3.610 -7.026 -9.615 -11.130 -11.955 -12.360 -12.774 -13.207 -13.448 
9.69697 -3.289 -6.974 -9.500 -10.996 -11.836 -12.236 -12.761 -13.086 -13.447 
9.89899 -3.325 -6.764 -9.378 -10.917 -11.854 -12.211 -12.704 -13.086 -13.345 
10.10101 -3.008 -6.710 -9.235 -10.867 -11.767 -12.153 -12.606 -13.004 -13.315 
10.30303 -2.302 -6.569 -9.249 -10.716 -11.609 -12.063 -12.567 -12.999 -13.310 
10.50505 -2.203 -6.215 -9.001 -10.686 -11.602 -12.086 -12.477 -12.931 -13.255 
10.70707 -1.992 -6.975 -8.917 -10.553 -11.532 -12.012 -12.474 -12.902 -13.216 
10.90909 -1.856 -6.280 -8.834 -10.527 -11.516 -11.942 -12.468 -12.807 -13.135 
11.11111 -1.654 -6.090 -8.788 -10.395 -11.355 -11.811 -12.315 -12.829 -13.105 
11.31313 -1.591 -5.972 -8.599 -10.317 -11.298 -11.777 -12.304 -12.771 -13.148 
11.51515 -1.399 -5.520 -8.530 -10.271 -11.230 -11.727 -12.289 -12.673 -13.069 
11.71717 -1.578 -5.195 -8.443 -10.209 -11.142 -11.648 -12.214 -12.689 -12.994 
11.91919 -1.351 -5.245 -8.258 -10.072 -11.141 -11.597 -12.137 -12.659 -13.008 
12.12121 -1.025 -5.101 -8.189 -10.036 -11.064 -11.479 -12.106 -12.591 -12.871 
12.32323 -0.897 -5.078 -8.005 -9.925 -10.982 -11.424 -11.970 -12.505 -12.889 
12.52525 -0.510 -5.224 -8.050 -9.960 -10.971 -11.430 -11.982 -12.528 -12.824 
12.72727 -0.326 -4.944 -7.950 -9.851 -10.828 -11.308 -11.881 -12.487 -12.768 
12.92929 -0.223 -4.818 -7.810 -9.767 -10.708 -11.282 -11.880 -12.386 -12.691 
13.13131 -0.097 -4.770 -7.734 -9.663 -10.696 -11.247 -11.878 -12.337 -12.648 
13.33333 0.088 -4.332 -7.593 -9.637 -10.679 -11.129 -11.735 -12.360 -12.689 
13.53535 -0.143 -4.825 -7.528 -9.504 -10.564 -11.056 -11.711 -12.207 -12.632 
13.73737 0.426 -4.150 -7.359 -9.393 -10.483 -10.980 -11.653 -12.198 -12.590 
13.93939 0.657 -3.822 -7.331 -9.289 -10.367 -10.940 -11.594 -12.193 -12.600 
14.14141 0.686 -3.860 -7.229 -9.263 -10.470 -10.874 -11.550 -12.153 -12.537 
14.34343 0.865 -4.047 -7.126 -9.243 -10.287 -10.800 -11.430 -12.071 -12.485 
14.54545 0.939 -3.449 -6.958 -9.136 -10.134 -10.802 -11.432 -11.936 -12.467 
14.74747 1.339 -3.437 -6.912 -8.934 -10.168 -10.681 -11.354 -11.949 -12.403 
14.94949 1.593 -3.576 -6.809 -8.864 -10.028 -10.608 -11.270 -11.903 -12.402 
15.15152 1.667 -3.308 -6.837 -8.891 -9.969 -10.530 -11.202 -11.894 -12.257 
15.35354 1.810 -2.563 -6.566 -8.744 -9.900 -10.542 -11.141 -11.806 -12.249 
15.55556 2.001 -2.549 -6.593 -8.606 -9.797 -10.304 -11.143 -11.752 -12.200 
15.75758 2.168 -2.645 -6.349 -8.726 -9.767 -10.291 -11.037 -11.714 -12.148 
15.95960 2.386 -2.708 -6.284 -8.391 -9.688 -10.194 -10.959 -11.675 -12.154 
