#time magniutde filter
398.0 22.95 r
398.0 21.92 u
398.0 23.89 y
398.0 23.65 z
399.0 22.42 g
399.0 23.35 i
399.0 22.95 r
399.0 21.92 u
399.0 23.89 y
399.0 23.66 z
400.0 22.43 g
400.0 23.36 i
400.0 22.96 r
400.0 21.92 u
400.0 23.9 y
400.0 23.66 z
401.0 22.43 g
401.0 23.36 i
401.0 22.96 r
401.0 21.93 u
401.0 23.9 y
401.0 23.67 z
402.0 22.43 g
402.0 23.37 i
402.0 22.97 r
402.0 21.93 u
402.0 23.91 y
402.0 23.67 z
403.0 22.44 g
403.0 23.37 i
403.0 22.97 r
403.0 21.94 u
403.0 23.91 y
403.0 23.68 z
404.0 22.44 g
404.0 23.38 i
404.0 22.98 r
404.0 21.94 u
404.0 23.91 y
404.0 23.68 z
405.0 22.45 g
405.0 23.38 i
405.0 22.98 r
405.0 21.95 u
405.0 23.92 y
405.0 23.68 z
406.0 22.45 g
406.0 23.39 i
406.0 22.98 r
406.0 21.95 u
406.0 23.92 y
406.0 23.69 z
407.0 22.46 g
407.0 23.39 i
407.0 22.99 r
407.0 21.96 u
407.0 23.93 y
407.0 23.69 z
408.0 22.46 g
408.0 23.4 i
408.0 22.99 r
408.0 21.96 u
408.0 23.93 y
408.0 23.7 z
409.0 22.47 g
409.0 23.4 i
409.0 23.0 r
409.0 21.96 u
409.0 23.94 y
409.0 23.7 z
410.0 22.47 g
410.0 23.4 i
410.0 23.0 r
410.0 21.97 u
410.0 23.94 y
410.0 23.71 z
411.0 22.47 g
411.0 23.41 i
411.0 23.01 r
411.0 21.97 u
411.0 23.95 y
411.0 23.71 z
412.0 22.48 g
412.0 23.41 i
412.0 23.01 r
412.0 21.98 u
412.0 23.95 y
412.0 23.72 z
413.0 22.48 g
413.0 23.42 i
413.0 23.02 r
413.0 21.98 u
413.0 23.95 y
413.0 23.72 z
414.0 22.49 g
414.0 23.42 i
414.0 23.02 r
414.0 21.99 u
414.0 23.96 y
414.0 23.72 z
415.0 22.49 g
415.0 23.43 i
415.0 23.02 r
415.0 21.99 u
415.0 23.96 y
415.0 23.73 z
416.0 22.5 g
416.0 23.43 i
416.0 23.03 r
416.0 21.99 u
416.0 23.97 y
416.0 23.73 z
417.0 22.5 g
417.0 23.43 i
417.0 23.03 r
417.0 22.0 u
417.0 23.97 y
417.0 23.74 z
418.0 22.51 g
418.0 23.44 i
418.0 23.04 r
418.0 22.0 u
418.0 23.98 y
418.0 23.74 z
419.0 22.51 g
419.0 23.44 i
419.0 23.04 r
419.0 22.01 u
419.0 23.98 y
419.0 23.75 z
420.0 22.51 g
420.0 23.45 i
420.0 23.05 r
420.0 22.01 u
420.0 23.99 y
420.0 23.75 z
421.0 22.52 g
421.0 23.45 i
421.0 23.05 r
421.0 22.02 u
421.0 23.99 y
421.0 23.75 z
422.0 22.52 g
422.0 23.46 i
422.0 23.05 r
422.0 22.02 u
422.0 23.99 y
422.0 23.76 z
423.0 22.53 g
423.0 23.46 i
423.0 23.06 r
423.0 22.02 u
423.0 24.0 y
423.0 23.76 z
424.0 22.53 g
424.0 23.47 i
424.0 23.06 r
424.0 22.03 u
424.0 24.0 y
424.0 23.77 z
425.0 22.53 g
425.0 23.47 i
425.0 23.07 r
425.0 22.03 u
425.0 24.01 y
425.0 23.77 z
426.0 22.54 g
426.0 23.47 i
426.0 23.07 r
426.0 22.04 u
426.0 24.01 y
426.0 23.78 z
427.0 22.54 g
427.0 23.48 i
427.0 23.08 r
427.0 22.04 u
427.0 24.02 y
427.0 23.78 z
428.0 22.55 g
428.0 23.48 i
428.0 23.08 r
428.0 22.05 u
428.0 24.02 y
428.0 23.78 z
429.0 22.55 g
429.0 23.49 i
429.0 23.08 r
429.0 22.05 u
429.0 24.02 y
429.0 23.79 z
430.0 22.56 g
430.0 23.49 i
430.0 23.09 r
430.0 22.05 u
430.0 24.03 y
430.0 23.79 z
431.0 22.56 g
431.0 23.49 i
431.0 23.09 r
431.0 22.06 u
431.0 24.03 y
431.0 23.8 z
432.0 22.56 g
432.0 23.5 i
432.0 23.1 r
432.0 22.06 u
432.0 24.04 y
432.0 23.8 z
433.0 22.57 g
433.0 23.5 i
433.0 23.1 r
433.0 22.07 u
433.0 24.04 y
433.0 23.81 z
434.0 22.57 g
434.0 23.51 i
434.0 23.11 r
434.0 22.07 u
434.0 24.04 y
434.0 23.81 z
435.0 22.58 g
435.0 23.51 i
435.0 23.11 r
435.0 22.07 u
435.0 24.05 y
435.0 23.81 z
436.0 22.58 g
436.0 23.52 i
436.0 23.11 r
436.0 22.08 u
436.0 24.05 y
436.0 23.82 z
437.0 22.58 g
437.0 23.52 i
437.0 23.12 r
437.0 22.08 u
437.0 24.06 y
437.0 23.82 z
438.0 22.59 g
438.0 23.52 i
438.0 23.12 r
438.0 22.09 u
438.0 24.06 y
438.0 23.83 z
