#time magniutde filter
164.0 21.78 i
164.0 21.39 r
164.0 20.38 u
164.0 22.31 y
164.0 22.08 z
165.0 20.88 g
165.0 21.79 i
165.0 21.4 r
165.0 20.39 u
165.0 22.32 y
165.0 22.09 z
166.0 20.89 g
166.0 21.8 i
166.0 21.41 r
166.0 20.4 u
166.0 22.33 y
166.0 22.1 z
167.0 20.9 g
167.0 21.81 i
167.0 21.42 r
167.0 20.41 u
167.0 22.34 y
167.0 22.11 z
168.0 20.91 g
168.0 21.82 i
168.0 21.43 r
168.0 20.42 u
168.0 22.35 y
168.0 22.12 z
169.0 20.92 g
169.0 21.83 i
169.0 21.44 r
169.0 20.43 u
169.0 22.36 y
169.0 22.13 z
170.0 20.93 g
170.0 21.84 i
170.0 21.45 r
170.0 20.44 u
170.0 22.37 y
170.0 22.14 z
171.0 20.94 g
171.0 21.85 i
171.0 21.46 r
171.0 20.45 u
171.0 22.38 y
171.0 22.15 z
172.0 20.95 g
172.0 21.86 i
172.0 21.47 r
172.0 20.46 u
172.0 22.39 y
172.0 22.16 z
173.0 20.96 g
173.0 21.87 i
173.0 21.48 r
173.0 20.47 u
173.0 22.4 y
173.0 22.17 z
174.0 20.97 g
174.0 21.88 i
174.0 21.49 r
174.0 20.48 u
174.0 22.41 y
174.0 22.18 z
175.0 20.97 g
175.0 21.89 i
175.0 21.5 r
175.0 20.49 u
175.0 22.42 y
175.0 22.19 z
176.0 20.98 g
176.0 21.9 i
176.0 21.5 r
176.0 20.5 u
176.0 22.43 y
176.0 22.2 z
177.0 20.99 g
177.0 21.91 i
177.0 21.51 r
177.0 20.51 u
177.0 22.44 y
177.0 22.21 z
178.0 21.0 g
178.0 21.92 i
178.0 21.52 r
178.0 20.52 u
178.0 22.45 y
178.0 22.22 z
179.0 21.01 g
179.0 21.93 i
179.0 21.53 r
179.0 20.52 u
179.0 22.46 y
179.0 22.23 z
180.0 21.02 g
180.0 21.94 i
180.0 21.54 r
180.0 20.53 u
180.0 22.47 y
180.0 22.24 z
181.0 21.03 g
181.0 21.95 i
181.0 21.55 r
181.0 20.54 u
181.0 22.48 y
181.0 22.24 z
182.0 21.04 g
182.0 21.96 i
182.0 21.56 r
182.0 20.55 u
182.0 22.49 y
182.0 22.25 z
183.0 21.05 g
183.0 21.96 i
183.0 21.57 r
183.0 20.56 u
183.0 22.5 y
183.0 22.26 z
184.0 21.06 g
184.0 21.97 i
184.0 21.58 r
184.0 20.57 u
184.0 22.5 y
184.0 22.27 z
185.0 21.07 g
185.0 21.98 i
185.0 21.59 r
185.0 20.58 u
185.0 22.51 y
185.0 22.28 z
186.0 21.07 g
186.0 21.99 i
186.0 21.6 r
186.0 20.59 u
186.0 22.52 y
186.0 22.29 z
187.0 21.08 g
187.0 22.0 i
187.0 21.61 r
187.0 20.6 u
187.0 22.53 y
187.0 22.3 z
188.0 21.09 g
188.0 22.01 i
188.0 21.61 r
188.0 20.6 u
188.0 22.54 y
188.0 22.31 z
189.0 21.1 g
189.0 22.02 i
189.0 21.62 r
189.0 20.61 u
189.0 22.55 y
189.0 22.32 z
190.0 21.11 g
190.0 22.03 i
190.0 21.63 r
190.0 20.62 u
190.0 22.56 y
190.0 22.33 z
191.0 21.12 g
191.0 22.04 i
191.0 21.64 r
191.0 20.63 u
191.0 22.57 y
191.0 22.33 z
192.0 21.13 g
192.0 22.04 i
192.0 21.65 r
192.0 20.64 u
192.0 22.58 y
192.0 22.34 z
193.0 21.14 g
193.0 22.05 i
193.0 21.66 r
193.0 20.65 u
193.0 22.58 y
193.0 22.35 z
194.0 21.14 g
194.0 22.06 i
194.0 21.67 r
194.0 20.66 u
194.0 22.59 y
194.0 22.36 z
195.0 21.15 g
195.0 22.07 i
195.0 21.68 r
195.0 20.66 u
195.0 22.6 y
195.0 22.37 z
196.0 21.16 g
196.0 22.08 i
196.0 21.68 r
196.0 20.67 u
196.0 22.61 y
196.0 22.38 z
197.0 21.17 g
197.0 22.09 i
197.0 21.69 r
197.0 20.68 u
197.0 22.62 y
197.0 22.39 z
198.0 21.18 g
198.0 22.1 i
198.0 21.7 r
198.0 20.69 u
198.0 22.63 y
198.0 22.4 z
199.0 21.19 g
199.0 22.11 i
199.0 21.71 r
199.0 20.7 u
199.0 22.64 y
199.0 22.4 z
200.0 21.2 g
200.0 22.11 i
200.0 21.72 r
200.0 20.71 u
200.0 22.65 y
200.0 22.41 z
201.0 21.2 g
201.0 22.12 i
201.0 21.73 r
201.0 20.71 u
201.0 22.65 y
201.0 22.42 z
202.0 21.21 g
202.0 22.13 i
202.0 21.73 r
202.0 20.72 u
202.0 22.66 y
202.0 22.43 z
203.0 21.22 g
203.0 22.14 i
203.0 21.74 r
203.0 20.73 u
203.0 22.67 y
203.0 22.44 z
204.0 21.23 g
204.0 22.15 i
204.0 21.75 r
204.0 20.74 u
204.0 22.68 y
204.0 22.45 z
205.0 21.24 g
205.0 22.16 i
205.0 21.76 r
205.0 20.75 u
205.0 22.69 y
205.0 22.46 z
206.0 21.25 g
206.0 22.16 i
206.0 21.77 r
206.0 20.75 u
206.0 22.7 y
206.0 22.46 z
207.0 21.25 g
207.0 22.17 i
207.0 21.78 r
207.0 20.76 u
207.0 22.7 y
207.0 22.47 z
208.0 21.26 g
208.0 22.18 i
208.0 21.78 r
208.0 20.77 u
208.0 22.71 y
208.0 22.48 z
209.0 21.27 g
209.0 22.19 i
209.0 21.79 r
209.0 20.78 u
209.0 22.72 y
209.0 22.49 z
210.0 21.28 g
210.0 22.2 i
210.0 21.8 r
210.0 20.79 u
210.0 22.73 y
210.0 22.5 z
211.0 21.29 g
211.0 22.21 i
211.0 21.81 r
211.0 20.8 u
211.0 22.74 y
211.0 22.51 z
212.0 21.29 g
212.0 22.21 i
212.0 21.82 r
212.0 20.8 u
212.0 22.75 y
212.0 22.51 z
213.0 21.3 g
213.0 22.22 i
213.0 21.83 r
213.0 20.81 u
213.0 22.75 y
213.0 22.52 z
214.0 21.31 g
214.0 22.23 i
214.0 21.83 r
214.0 20.82 u
214.0 22.76 y
214.0 22.53 z
215.0 21.32 g
215.0 22.24 i
215.0 21.84 r
215.0 20.83 u
215.0 22.77 y
215.0 22.54 z
216.0 21.33 g
216.0 22.25 i
216.0 21.85 r
216.0 20.83 u
216.0 22.78 y
216.0 22.55 z
217.0 21.33 g
217.0 22.25 i
217.0 21.86 r
217.0 20.84 u
217.0 22.79 y
217.0 22.55 z
218.0 21.34 g
218.0 22.26 i
218.0 21.87 r
218.0 20.85 u
218.0 22.79 y
218.0 22.56 z
219.0 21.35 g
219.0 22.27 i
219.0 21.87 r
219.0 20.86 u
219.0 22.8 y
219.0 22.57 z
220.0 21.36 g
220.0 22.28 i
220.0 21.88 r
220.0 20.87 u
220.0 22.81 y
220.0 22.58 z
221.0 21.37 g
221.0 22.29 i
221.0 21.89 r
221.0 20.87 u
221.0 22.82 y
221.0 22.59 z
222.0 21.37 g
222.0 22.29 i
222.0 21.9 r
222.0 20.88 u
222.0 22.83 y
222.0 22.59 z
223.0 21.38 g
223.0 22.3 i
223.0 21.9 r
223.0 20.89 u
223.0 22.83 y
223.0 22.6 z
224.0 21.39 g
224.0 22.31 i
224.0 21.91 r
224.0 20.9 u
224.0 22.84 y
224.0 22.61 z
225.0 21.4 g
225.0 22.32 i
225.0 21.92 r
225.0 20.9 u
225.0 22.85 y
225.0 22.62 z
226.0 21.4 g
226.0 22.33 i
226.0 21.93 r
226.0 20.91 u
226.0 22.86 y
226.0 22.62 z
227.0 21.41 g
227.0 22.33 i
227.0 21.94 r
227.0 20.92 u
227.0 22.87 y
227.0 22.63 z
228.0 21.42 g
228.0 22.34 i
228.0 21.94 r
228.0 20.93 u
228.0 22.87 y
228.0 22.64 z
229.0 21.43 g
229.0 22.35 i
229.0 21.95 r
229.0 20.93 u
229.0 22.88 y
229.0 22.65 z
230.0 21.43 g
230.0 22.36 i
230.0 21.96 r
230.0 20.94 u
230.0 22.89 y
230.0 22.66 z
231.0 21.44 g
231.0 22.36 i
231.0 21.97 r
231.0 20.95 u
231.0 22.9 y
231.0 22.66 z
232.0 21.45 g
232.0 22.37 i
232.0 21.97 r
232.0 20.96 u
232.0 22.9 y
232.0 22.67 z
233.0 21.46 g
233.0 22.38 i
233.0 21.98 r
233.0 20.96 u
233.0 22.91 y
233.0 22.68 z
234.0 21.46 g
234.0 22.39 i
234.0 21.99 r
234.0 20.97 u
234.0 22.92 y
234.0 22.69 z
235.0 21.47 g
235.0 22.39 i
235.0 22.0 r
235.0 20.98 u
235.0 22.93 y
235.0 22.69 z
236.0 21.48 g
236.0 22.4 i
236.0 22.0 r
236.0 20.99 u
236.0 22.93 y
236.0 22.7 z
237.0 21.49 g
237.0 22.41 i
237.0 22.01 r
237.0 20.99 u
237.0 22.94 y
237.0 22.71 z
238.0 21.49 g
238.0 22.42 i
238.0 22.02 r
238.0 21.0 u
238.0 22.95 y
238.0 22.72 z
239.0 21.5 g
239.0 22.42 i
239.0 22.03 r
239.0 21.01 u
239.0 22.96 y
239.0 22.72 z
240.0 21.51 g
240.0 22.43 i
240.0 22.03 r
240.0 21.01 u
240.0 22.96 y
240.0 22.73 z
241.0 21.52 g
241.0 22.44 i
241.0 22.04 r
241.0 21.02 u
241.0 22.97 y
241.0 22.74 z
242.0 21.52 g
242.0 22.45 i
242.0 22.05 r
242.0 21.03 u
242.0 22.98 y
242.0 22.75 z
243.0 21.53 g
243.0 22.45 i
243.0 22.06 r
243.0 21.04 u
243.0 22.99 y
243.0 22.75 z
244.0 21.54 g
244.0 22.46 i
244.0 22.06 r
244.0 21.04 u
244.0 22.99 y
244.0 22.76 z
245.0 21.54 g
245.0 22.47 i
245.0 22.07 r
245.0 21.05 u
245.0 23.0 y
245.0 22.77 z
246.0 21.55 g
246.0 22.47 i
246.0 22.08 r
246.0 21.06 u
246.0 23.01 y
246.0 22.77 z
247.0 21.56 g
247.0 22.48 i
247.0 22.08 r
247.0 21.06 u
247.0 23.02 y
247.0 22.78 z
248.0 21.57 g
248.0 22.49 i
248.0 22.09 r
248.0 21.07 u
248.0 23.02 y
248.0 22.79 z
249.0 21.57 g
249.0 22.5 i
249.0 22.1 r
249.0 21.08 u
249.0 23.03 y
249.0 22.8 z
250.0 21.58 g
250.0 22.5 i
250.0 22.11 r
250.0 21.09 u
250.0 23.04 y
250.0 22.8 z
251.0 21.59 g
251.0 22.51 i
251.0 22.11 r
251.0 21.09 u
251.0 23.04 y
251.0 22.81 z
252.0 21.59 g
252.0 22.52 i
252.0 22.12 r
252.0 21.1 u
252.0 23.05 y
252.0 22.82 z
253.0 21.6 g
253.0 22.52 i
253.0 22.13 r
253.0 21.11 u
253.0 23.06 y
253.0 22.83 z
254.0 21.61 g
254.0 22.53 i
254.0 22.13 r
254.0 21.11 u
254.0 23.07 y
254.0 22.83 z
255.0 21.61 g
255.0 22.54 i
255.0 22.14 r
255.0 21.12 u
255.0 23.07 y
255.0 22.84 z
256.0 21.62 g
256.0 22.55 i
256.0 22.15 r
256.0 21.13 u
256.0 23.08 y
256.0 22.85 z
257.0 21.63 g
257.0 22.55 i
257.0 22.15 r
257.0 21.13 u
257.0 23.09 y
257.0 22.85 z
258.0 21.64 g
258.0 22.56 i
258.0 22.16 r
258.0 21.14 u
258.0 23.09 y
258.0 22.86 z
259.0 21.64 g
259.0 22.57 i
259.0 22.17 r
259.0 21.15 u
259.0 23.1 y
259.0 22.87 z
260.0 21.65 g
260.0 22.57 i
260.0 22.18 r
260.0 21.15 u
260.0 23.11 y
260.0 22.87 z
261.0 21.66 g
261.0 22.58 i
261.0 22.18 r
261.0 21.16 u
261.0 23.11 y
261.0 22.88 z
262.0 21.66 g
262.0 22.59 i
262.0 22.19 r
262.0 21.17 u
262.0 23.12 y
262.0 22.89 z
263.0 21.67 g
263.0 22.59 i
263.0 22.2 r
263.0 21.17 u
263.0 23.13 y
263.0 22.89 z
264.0 21.68 g
264.0 22.6 i
264.0 22.2 r
264.0 21.18 u
264.0 23.14 y
264.0 22.9 z
265.0 21.68 g
265.0 22.61 i
265.0 22.21 r
265.0 21.19 u
265.0 23.14 y
265.0 22.91 z
266.0 21.69 g
266.0 22.61 i
266.0 22.22 r
266.0 21.19 u
266.0 23.15 y
266.0 22.92 z
267.0 21.7 g
267.0 22.62 i
267.0 22.22 r
267.0 21.2 u
267.0 23.16 y
267.0 22.92 z
268.0 21.7 g
268.0 22.63 i
268.0 22.23 r
268.0 21.21 u
268.0 23.16 y
268.0 22.93 z
269.0 21.71 g
269.0 22.64 i
269.0 22.24 r
269.0 21.21 u
269.0 23.17 y
269.0 22.94 z
270.0 21.72 g
270.0 22.64 i
270.0 22.24 r
270.0 21.22 u
270.0 23.18 y
270.0 22.94 z
271.0 21.72 g
271.0 22.65 i
271.0 22.25 r
271.0 21.23 u
271.0 23.18 y
271.0 22.95 z
272.0 21.73 g
272.0 22.66 i
272.0 22.26 r
272.0 21.23 u
272.0 23.19 y
272.0 22.96 z
273.0 21.74 g
273.0 22.66 i
273.0 22.26 r
273.0 21.24 u
273.0 23.2 y
273.0 22.96 z
274.0 21.74 g
274.0 22.67 i
274.0 22.27 r
274.0 21.25 u
274.0 23.2 y
274.0 22.97 z
275.0 21.75 g
275.0 22.68 i
275.0 22.28 r
275.0 21.25 u
275.0 23.21 y
275.0 22.98 z
276.0 21.76 g
276.0 22.68 i
276.0 22.28 r
276.0 21.26 u
276.0 23.22 y
276.0 22.98 z
277.0 21.76 g
277.0 22.69 i
277.0 22.29 r
277.0 21.27 u
277.0 23.22 y
277.0 22.99 z
278.0 21.77 g
278.0 22.69 i
278.0 22.3 r
278.0 21.27 u
278.0 23.23 y
278.0 23.0 z
279.0 21.78 g
279.0 22.7 i
279.0 22.3 r
279.0 21.28 u
279.0 23.24 y
279.0 23.0 z
280.0 21.78 g
280.0 22.71 i
280.0 22.31 r
280.0 21.29 u
280.0 23.24 y
280.0 23.01 z
281.0 21.79 g
281.0 22.71 i
281.0 22.32 r
281.0 21.29 u
281.0 23.25 y
281.0 23.02 z
282.0 21.79 g
282.0 22.72 i
282.0 22.32 r
282.0 21.3 u
282.0 23.26 y
282.0 23.02 z
283.0 21.8 g
283.0 22.73 i
283.0 22.33 r
283.0 21.3 u
283.0 23.26 y
283.0 23.03 z
284.0 21.81 g
284.0 22.73 i
284.0 22.33 r
284.0 21.31 u
284.0 23.27 y
284.0 23.03 z
285.0 21.81 g
285.0 22.74 i
285.0 22.34 r
285.0 21.32 u
285.0 23.27 y
285.0 23.04 z
286.0 21.82 g
286.0 22.75 i
286.0 22.35 r
286.0 21.32 u
286.0 23.28 y
286.0 23.05 z
287.0 21.83 g
287.0 22.75 i
287.0 22.35 r
287.0 21.33 u
287.0 23.29 y
287.0 23.05 z
288.0 21.83 g
288.0 22.76 i
288.0 22.36 r
288.0 21.34 u
288.0 23.29 y
288.0 23.06 z
289.0 21.84 g
289.0 22.77 i
289.0 22.37 r
289.0 21.34 u
289.0 23.3 y
289.0 23.07 z
290.0 21.84 g
290.0 22.77 i
290.0 22.37 r
290.0 21.35 u
290.0 23.31 y
290.0 23.07 z
291.0 21.85 g
291.0 22.78 i
291.0 22.38 r
291.0 21.35 u
291.0 23.31 y
291.0 23.08 z
292.0 21.86 g
292.0 22.78 i
292.0 22.39 r
292.0 21.36 u
292.0 23.32 y
292.0 23.09 z
293.0 21.86 g
293.0 22.79 i
293.0 22.39 r
293.0 21.37 u
293.0 23.33 y
293.0 23.09 z
294.0 21.87 g
294.0 22.8 i
294.0 22.4 r
294.0 21.37 u
294.0 23.33 y
294.0 23.1 z
295.0 21.88 g
295.0 22.8 i
295.0 22.4 r
295.0 21.38 u
295.0 23.34 y
295.0 23.1 z
296.0 21.88 g
296.0 22.81 i
296.0 22.41 r
296.0 21.39 u
296.0 23.34 y
296.0 23.11 z
297.0 21.89 g
297.0 22.82 i
297.0 22.42 r
297.0 21.39 u
297.0 23.35 y
297.0 23.12 z
298.0 21.89 g
298.0 22.82 i
298.0 22.42 r
298.0 21.4 u
298.0 23.36 y
298.0 23.12 z
299.0 21.9 g
299.0 22.83 i
299.0 22.43 r
299.0 21.4 u
299.0 23.36 y
299.0 23.13 z
300.0 21.91 g
300.0 22.83 i
300.0 22.43 r
300.0 21.41 u
300.0 23.37 y
300.0 23.14 z
301.0 21.91 g
301.0 22.84 i
301.0 22.44 r
301.0 21.42 u
301.0 23.38 y
301.0 23.14 z
302.0 21.92 g
302.0 22.85 i
302.0 22.45 r
302.0 21.42 u
302.0 23.38 y
302.0 23.15 z
303.0 21.92 g
303.0 22.85 i
303.0 22.45 r
303.0 21.43 u
303.0 23.39 y
303.0 23.15 z
304.0 21.93 g
304.0 22.86 i
304.0 22.46 r
304.0 21.43 u
304.0 23.39 y
304.0 23.16 z
305.0 21.94 g
305.0 22.86 i
305.0 22.46 r
305.0 21.44 u
305.0 23.4 y
305.0 23.17 z
306.0 21.94 g
306.0 22.87 i
306.0 22.47 r
306.0 21.44 u
306.0 23.41 y
306.0 23.17 z
307.0 21.95 g
307.0 22.88 i
307.0 22.48 r
307.0 21.45 u
307.0 23.41 y
307.0 23.18 z
308.0 21.95 g
308.0 22.88 i
308.0 22.48 r
308.0 21.46 u
308.0 23.42 y
308.0 23.18 z
309.0 21.96 g
309.0 22.89 i
309.0 22.49 r
309.0 21.46 u
309.0 23.42 y
309.0 23.19 z
310.0 21.97 g
310.0 22.89 i
310.0 22.49 r
310.0 21.47 u
310.0 23.43 y
310.0 23.2 z
311.0 21.97 g
311.0 22.9 i
311.0 22.5 r
311.0 21.47 u
311.0 23.44 y
311.0 23.2 z
312.0 21.98 g
312.0 22.91 i
312.0 22.51 r
312.0 21.48 u
312.0 23.44 y
312.0 23.21 z
313.0 21.98 g
313.0 22.91 i
313.0 22.51 r
313.0 21.49 u
313.0 23.45 y
313.0 23.21 z
314.0 21.99 g
314.0 22.92 i
314.0 22.52 r
314.0 21.49 u
314.0 23.45 y
314.0 23.22 z
315.0 22.0 g
315.0 22.92 i
315.0 22.52 r
315.0 21.5 u
315.0 23.46 y
315.0 23.23 z
316.0 22.0 g
316.0 22.93 i
316.0 22.53 r
316.0 21.5 u
316.0 23.47 y
316.0 23.23 z
317.0 22.01 g
317.0 22.94 i
317.0 22.54 r
317.0 21.51 u
317.0 23.47 y
317.0 23.24 z
319.0 22.01 g
319.0 22.94 i
319.0 22.54 r
319.0 21.51 u
319.0 23.48 y
319.0 23.24 z
320.0 22.02 g
320.0 22.95 i
320.0 22.55 r
320.0 21.52 u
320.0 23.48 y
320.0 23.25 z
321.0 22.02 g
321.0 22.95 i
321.0 22.55 r
321.0 21.53 u
321.0 23.49 y
321.0 23.25 z
322.0 22.03 g
322.0 22.96 i
322.0 22.56 r
322.0 21.53 u
322.0 23.49 y
322.0 23.26 z
323.0 22.04 g
323.0 22.96 i
323.0 22.56 r
323.0 21.54 u
323.0 23.5 y
323.0 23.27 z
324.0 22.04 g
324.0 22.97 i
324.0 22.57 r
324.0 21.54 u
324.0 23.51 y
324.0 23.27 z
325.0 22.05 g
325.0 22.98 i
325.0 22.58 r
325.0 21.55 u
325.0 23.51 y
325.0 23.28 z
326.0 22.05 g
326.0 22.98 i
326.0 22.58 r
326.0 21.55 u
326.0 23.52 y
326.0 23.28 z
327.0 22.06 g
327.0 22.99 i
327.0 22.59 r
327.0 21.56 u
327.0 23.52 y
327.0 23.29 z
328.0 22.06 g
328.0 22.99 i
328.0 22.59 r
328.0 21.56 u
328.0 23.53 y
328.0 23.29 z
329.0 22.07 g
329.0 23.0 i
329.0 22.6 r
329.0 21.57 u
329.0 23.53 y
329.0 23.3 z
330.0 22.07 g
330.0 23.0 i
330.0 22.6 r
330.0 21.58 u
330.0 23.54 y
330.0 23.31 z
331.0 22.08 g
331.0 23.01 i
331.0 22.61 r
331.0 21.58 u
331.0 23.55 y
331.0 23.31 z
332.0 22.09 g
332.0 23.02 i
332.0 22.62 r
332.0 21.59 u
332.0 23.55 y
332.0 23.32 z
333.0 22.09 g
333.0 23.02 i
333.0 22.62 r
333.0 21.59 u
333.0 23.56 y
333.0 23.32 z
334.0 22.1 g
334.0 23.03 i
334.0 22.63 r
334.0 21.6 u
334.0 23.56 y
334.0 23.33 z
335.0 22.1 g
335.0 23.03 i
335.0 22.63 r
335.0 21.6 u
335.0 23.57 y
335.0 23.33 z
336.0 22.11 g
336.0 23.04 i
336.0 22.64 r
336.0 21.61 u
336.0 23.57 y
336.0 23.34 z
337.0 22.11 g
337.0 23.04 i
337.0 22.64 r
337.0 21.61 u
337.0 23.58 y
337.0 23.34 z
338.0 22.12 g
338.0 23.05 i
338.0 22.65 r
338.0 21.62 u
338.0 23.58 y
338.0 23.35 z
339.0 22.12 g
339.0 23.05 i
339.0 22.65 r
339.0 21.62 u
339.0 23.59 y
339.0 23.36 z
340.0 22.13 g
340.0 23.06 i
340.0 22.66 r
340.0 21.63 u
340.0 23.6 y
340.0 23.36 z
341.0 22.13 g
341.0 23.07 i
341.0 22.66 r
341.0 21.64 u
341.0 23.6 y
341.0 23.37 z
342.0 22.14 g
342.0 23.07 i
342.0 22.67 r
342.0 21.64 u
342.0 23.61 y
342.0 23.37 z
343.0 22.15 g
343.0 23.08 i
343.0 22.68 r
343.0 21.65 u
343.0 23.61 y
343.0 23.38 z
344.0 22.15 g
344.0 23.08 i
344.0 22.68 r
344.0 21.65 u
344.0 23.62 y
344.0 23.38 z
345.0 22.16 g
345.0 23.09 i
345.0 22.69 r
345.0 21.66 u
345.0 23.62 y
345.0 23.39 z
346.0 22.16 g
346.0 23.09 i
346.0 22.69 r
346.0 21.66 u
346.0 23.63 y
346.0 23.39 z
347.0 22.17 g
347.0 23.1 i
347.0 22.7 r
347.0 21.67 u
347.0 23.63 y
347.0 23.4 z
348.0 22.17 g
348.0 23.1 i
348.0 22.7 r
348.0 21.67 u
348.0 23.64 y
348.0 23.4 z
349.0 22.18 g
349.0 23.11 i
349.0 22.71 r
349.0 21.68 u
349.0 23.64 y
349.0 23.41 z
350.0 22.18 g
350.0 23.11 i
350.0 22.71 r
350.0 21.68 u
350.0 23.65 y
350.0 23.42 z
351.0 22.19 g
351.0 23.12 i
351.0 22.72 r
351.0 21.69 u
351.0 23.65 y
351.0 23.42 z
352.0 22.19 g
352.0 23.12 i
352.0 22.72 r
352.0 21.69 u
352.0 23.66 y
352.0 23.43 z
353.0 22.2 g
353.0 23.13 i
353.0 22.73 r
353.0 21.7 u
353.0 23.67 y
353.0 23.43 z
354.0 22.2 g
354.0 23.13 i
354.0 22.73 r
354.0 21.7 u
354.0 23.67 y
354.0 23.44 z
355.0 22.21 g
355.0 23.14 i
355.0 22.74 r
355.0 21.71 u
355.0 23.68 y
355.0 23.44 z
356.0 22.21 g
356.0 23.14 i
356.0 22.74 r
356.0 21.71 u
356.0 23.68 y
356.0 23.45 z
357.0 22.22 g
357.0 23.15 i
357.0 22.75 r
357.0 21.72 u
357.0 23.69 y
357.0 23.45 z
358.0 22.22 g
358.0 23.16 i
358.0 22.75 r
358.0 21.72 u
358.0 23.69 y
358.0 23.46 z
359.0 22.23 g
359.0 23.16 i
359.0 22.76 r
359.0 21.73 u
359.0 23.7 y
359.0 23.46 z
360.0 22.23 g
360.0 23.17 i
360.0 22.76 r
360.0 21.73 u
360.0 23.7 y
360.0 23.47 z
361.0 22.24 g
361.0 23.17 i
361.0 22.77 r
361.0 21.74 u
361.0 23.71 y
361.0 23.47 z
362.0 22.24 g
362.0 23.18 i
362.0 22.77 r
362.0 21.74 u
362.0 23.71 y
362.0 23.48 z
363.0 22.25 g
363.0 23.18 i
363.0 22.78 r
363.0 21.75 u
363.0 23.72 y
363.0 23.48 z
364.0 22.25 g
364.0 23.19 i
364.0 22.79 r
364.0 21.75 u
364.0 23.72 y
364.0 23.49 z
365.0 22.26 g
365.0 23.19 i
365.0 22.79 r
365.0 21.76 u
365.0 23.73 y
365.0 23.49 z
366.0 22.26 g
366.0 23.2 i
366.0 22.8 r
366.0 21.76 u
366.0 23.73 y
366.0 23.5 z
367.0 22.27 g
367.0 23.2 i
367.0 22.8 r
367.0 21.77 u
367.0 23.74 y
367.0 23.5 z
368.0 22.27 g
368.0 23.21 i
368.0 22.81 r
368.0 21.77 u
368.0 23.74 y
368.0 23.51 z
369.0 22.28 g
369.0 23.21 i
369.0 22.81 r
369.0 21.78 u
369.0 23.75 y
369.0 23.51 z
370.0 22.28 g
370.0 23.22 i
370.0 22.82 r
370.0 21.78 u
370.0 23.75 y
370.0 23.52 z
371.0 22.29 g
371.0 23.22 i
371.0 22.82 r
371.0 21.79 u
371.0 23.76 y
371.0 23.52 z
372.0 22.29 g
372.0 23.23 i
372.0 22.82 r
372.0 21.79 u
372.0 23.76 y
372.0 23.53 z
373.0 22.3 g
373.0 23.23 i
373.0 22.83 r
373.0 21.8 u
373.0 23.77 y
373.0 23.53 z
374.0 22.3 g
374.0 23.24 i
374.0 22.83 r
374.0 21.8 u
374.0 23.77 y
374.0 23.54 z
375.0 22.31 g
375.0 23.24 i
375.0 22.84 r
375.0 21.81 u
375.0 23.78 y
375.0 23.54 z
376.0 22.31 g
376.0 23.25 i
376.0 22.84 r
376.0 21.81 u
376.0 23.78 y
376.0 23.55 z
377.0 22.32 g
377.0 23.25 i
377.0 22.85 r
377.0 21.82 u
377.0 23.79 y
377.0 23.55 z
378.0 22.32 g
378.0 23.26 i
378.0 22.85 r
378.0 21.82 u
378.0 23.79 y
378.0 23.56 z
379.0 22.33 g
379.0 23.26 i
379.0 22.86 r
379.0 21.83 u
379.0 23.8 y
379.0 23.56 z
380.0 22.33 g
380.0 23.27 i
380.0 22.86 r
380.0 21.83 u
380.0 23.8 y
380.0 23.57 z
381.0 22.34 g
381.0 23.27 i
381.0 22.87 r
381.0 21.84 u
381.0 23.81 y
381.0 23.57 z
382.0 22.34 g
382.0 23.27 i
382.0 22.87 r
382.0 21.84 u
382.0 23.81 y
382.0 23.58 z
383.0 22.35 g
383.0 23.28 i
383.0 22.88 r
383.0 21.85 u
383.0 23.82 y
383.0 23.58 z
384.0 22.35 g
384.0 23.28 i
384.0 22.88 r
384.0 21.85 u
384.0 23.82 y
384.0 23.59 z
385.0 22.36 g
385.0 23.29 i
385.0 22.89 r
385.0 21.86 u
385.0 23.83 y
385.0 23.59 z
386.0 22.36 g
386.0 23.29 i
386.0 22.89 r
386.0 21.86 u
386.0 23.83 y
386.0 23.6 z
387.0 22.37 g
387.0 23.3 i
387.0 22.9 r
387.0 21.86 u
387.0 23.84 y
387.0 23.6 z
388.0 22.37 g
388.0 23.3 i
388.0 22.9 r
388.0 21.87 u
388.0 23.84 y
388.0 23.61 z
389.0 22.38 g
389.0 23.31 i
389.0 22.91 r
389.0 21.87 u
389.0 23.84 y
389.0 23.61 z
390.0 22.38 g
390.0 23.31 i
390.0 22.91 r
390.0 21.88 u
390.0 23.85 y
390.0 23.62 z
391.0 22.38 g
391.0 23.32 i
391.0 22.92 r
391.0 21.88 u
391.0 23.85 y
391.0 23.62 z
392.0 22.39 g
392.0 23.32 i
392.0 22.92 r
392.0 21.89 u
392.0 23.86 y
392.0 23.62 z
393.0 22.39 g
393.0 23.33 i
393.0 22.93 r
393.0 21.89 u
393.0 23.86 y
393.0 23.63 z
394.0 22.4 g
394.0 23.33 i
394.0 22.93 r
394.0 21.9 u
394.0 23.87 y
394.0 23.63 z
395.0 22.4 g
395.0 23.34 i
395.0 22.93 r
395.0 21.9 u
395.0 23.87 y
395.0 23.64 z
396.0 22.41 g
396.0 23.34 i
396.0 22.94 r
396.0 21.91 u
396.0 23.88 y
396.0 23.64 z
397.0 22.41 g
397.0 23.35 i
397.0 22.94 r
397.0 21.91 u
397.0 23.88 y
397.0 23.65 z
398.0 22.42 g
398.0 23.35 i
