#time magniutde filter
212.0 26.84 g
212.0 27.51 i
212.0 27.21 r
212.0 26.5 u
212.0 27.92 y
212.0 27.74 z
213.0 26.86 g
213.0 27.52 i
213.0 27.22 r
213.0 26.51 u
213.0 27.93 y
213.0 27.76 z
214.0 26.87 g
214.0 27.54 i
214.0 27.23 r
214.0 26.52 u
214.0 27.95 y
214.0 27.77 z
215.0 26.88 g
215.0 27.55 i
215.0 27.25 r
215.0 26.54 u
215.0 27.96 y
215.0 27.78 z
216.0 26.89 g
216.0 27.56 i
216.0 27.26 r
216.0 26.55 u
216.0 27.97 y
216.0 27.79 z
217.0 26.91 g
217.0 27.58 i
217.0 27.27 r
217.0 26.56 u
217.0 27.98 y
217.0 27.81 z
218.0 26.92 g
218.0 27.59 i
218.0 27.28 r
218.0 26.57 u
218.0 28.0 y
218.0 27.82 z
219.0 26.93 g
219.0 27.6 i
219.0 27.3 r
219.0 26.59 u
219.0 28.01 y
219.0 27.83 z
220.0 26.95 g
220.0 27.61 i
220.0 27.31 r
220.0 26.6 u
220.0 28.02 y
220.0 27.85 z
221.0 26.96 g
221.0 27.63 i
221.0 27.32 r
221.0 26.61 u
221.0 28.04 y
221.0 27.86 z
222.0 26.97 g
222.0 27.64 i
222.0 27.33 r
222.0 26.62 u
222.0 28.05 y
222.0 27.87 z
223.0 26.98 g
223.0 27.65 i
223.0 27.35 r
223.0 26.63 u
223.0 28.06 y
223.0 27.88 z
224.0 26.99 g
224.0 27.66 i
224.0 27.36 r
224.0 26.65 u
224.0 28.07 y
224.0 27.9 z
225.0 27.01 g
225.0 27.68 i
225.0 27.37 r
225.0 26.66 u
225.0 28.09 y
225.0 27.91 z
226.0 27.02 g
226.0 27.69 i
226.0 27.38 r
226.0 26.67 u
226.0 28.1 y
226.0 27.92 z
227.0 27.03 g
227.0 27.7 i
227.0 27.4 r
227.0 26.68 u
227.0 28.11 y
227.0 27.93 z
228.0 27.04 g
228.0 27.71 i
228.0 27.41 r
228.0 26.69 u
228.0 28.12 y
228.0 27.94 z
229.0 27.05 g
229.0 27.72 i
229.0 27.42 r
229.0 26.71 u
229.0 28.13 y
229.0 27.96 z
230.0 27.07 g
230.0 27.74 i
230.0 27.43 r
230.0 26.72 u
230.0 28.15 y
230.0 27.97 z
231.0 27.08 g
231.0 27.75 i
231.0 27.44 r
231.0 26.73 u
231.0 28.16 y
231.0 27.98 z
232.0 27.09 g
232.0 27.76 i
232.0 27.46 r
232.0 26.74 u
232.0 28.17 y
232.0 27.99 z
233.0 27.1 g
233.0 27.77 i
233.0 27.47 r
233.0 26.75 u
233.0 28.18 y
233.0 28.0 z
234.0 27.11 g
234.0 27.78 i
234.0 27.48 r
234.0 26.76 u
234.0 28.19 y
234.0 28.02 z
235.0 27.12 g
235.0 27.8 i
235.0 27.49 r
235.0 26.78 u
235.0 28.21 y
235.0 28.03 z
236.0 27.14 g
236.0 27.81 i
236.0 27.5 r
236.0 26.79 u
236.0 28.22 y
236.0 28.04 z
237.0 27.15 g
237.0 27.82 i
237.0 27.51 r
237.0 26.8 u
237.0 28.23 y
237.0 28.05 z
238.0 27.16 g
238.0 27.83 i
238.0 27.53 r
238.0 26.81 u
238.0 28.24 y
238.0 28.06 z
239.0 27.17 g
239.0 27.84 i
239.0 27.54 r
239.0 26.82 u
239.0 28.25 y
239.0 28.07 z
240.0 27.18 g
240.0 27.85 i
240.0 27.55 r
240.0 26.83 u
240.0 28.26 y
240.0 28.09 z
241.0 27.19 g
241.0 27.86 i
241.0 27.56 r
241.0 26.84 u
241.0 28.27 y
241.0 28.1 z
242.0 27.2 g
242.0 27.88 i
242.0 27.57 r
242.0 26.85 u
242.0 28.29 y
242.0 28.11 z
243.0 27.21 g
243.0 27.89 i
243.0 27.58 r
243.0 26.87 u
243.0 28.3 y
243.0 28.12 z
244.0 27.23 g
244.0 27.9 i
244.0 27.59 r
244.0 26.88 u
244.0 28.31 y
244.0 28.13 z
245.0 27.24 g
245.0 27.91 i
245.0 27.6 r
245.0 26.89 u
245.0 28.32 y
245.0 28.14 z
246.0 27.25 g
246.0 27.92 i
246.0 27.61 r
246.0 26.9 u
246.0 28.33 y
246.0 28.15 z
247.0 27.26 g
247.0 27.93 i
247.0 27.63 r
247.0 26.91 u
247.0 28.34 y
247.0 28.16 z
248.0 27.27 g
248.0 27.94 i
248.0 27.64 r
248.0 26.92 u
248.0 28.35 y
248.0 28.17 z
249.0 27.28 g
249.0 27.95 i
249.0 27.65 r
249.0 26.93 u
249.0 28.36 y
249.0 28.19 z
250.0 27.29 g
250.0 27.96 i
250.0 27.66 r
250.0 26.94 u
250.0 28.37 y
250.0 28.2 z
251.0 27.3 g
251.0 27.97 i
251.0 27.67 r
251.0 26.95 u
251.0 28.38 y
251.0 28.21 z
252.0 27.31 g
252.0 27.98 i
252.0 27.68 r
252.0 26.96 u
252.0 28.4 y
252.0 28.22 z
253.0 27.32 g
253.0 28.0 i
253.0 27.69 r
253.0 26.97 u
253.0 28.41 y
253.0 28.23 z
254.0 27.33 g
254.0 28.01 i
254.0 27.7 r
254.0 26.98 u
254.0 28.42 y
254.0 28.24 z
255.0 27.34 g
255.0 28.02 i
255.0 27.71 r
255.0 26.99 u
255.0 28.43 y
255.0 28.25 z
256.0 27.35 g
256.0 28.03 i
256.0 27.72 r
256.0 27.0 u
256.0 28.44 y
256.0 28.26 z
257.0 27.36 g
257.0 28.04 i
257.0 27.73 r
257.0 27.01 u
257.0 28.45 y
257.0 28.27 z
258.0 27.37 g
258.0 28.05 i
258.0 27.74 r
258.0 27.02 u
258.0 28.46 y
258.0 28.28 z
259.0 27.38 g
259.0 28.06 i
259.0 27.75 r
259.0 27.03 u
259.0 28.47 y
259.0 28.29 z
260.0 27.39 g
260.0 28.07 i
260.0 27.76 r
260.0 27.04 u
260.0 28.48 y
260.0 28.3 z
261.0 27.4 g
261.0 28.08 i
261.0 27.77 r
261.0 27.05 u
261.0 28.49 y
261.0 28.31 z
262.0 27.41 g
262.0 28.09 i
262.0 27.78 r
262.0 27.06 u
262.0 28.5 y
262.0 28.32 z
263.0 27.42 g
263.0 28.1 i
263.0 27.79 r
263.0 27.07 u
263.0 28.51 y
263.0 28.33 z
264.0 27.43 g
264.0 28.11 i
264.0 27.8 r
264.0 27.08 u
264.0 28.52 y
264.0 28.34 z
265.0 27.44 g
265.0 28.12 i
265.0 27.81 r
265.0 27.09 u
265.0 28.53 y
265.0 28.35 z
266.0 27.45 g
266.0 28.13 i
266.0 27.82 r
266.0 27.1 u
266.0 28.54 y
266.0 28.36 z
267.0 27.46 g
267.0 28.14 i
267.0 27.83 r
267.0 27.11 u
267.0 28.55 y
267.0 28.37 z
268.0 27.47 g
268.0 28.15 i
268.0 27.84 r
268.0 27.12 u
268.0 28.56 y
268.0 28.38 z
269.0 27.48 g
269.0 28.16 i
269.0 27.85 r
269.0 27.13 u
269.0 28.57 y
269.0 28.39 z
270.0 27.49 g
270.0 28.17 i
270.0 27.86 r
270.0 27.14 u
270.0 28.58 y
270.0 28.4 z
271.0 27.5 g
271.0 28.18 i
271.0 27.87 r
271.0 27.15 u
271.0 28.59 y
271.0 28.41 z
272.0 27.51 g
272.0 28.19 i
272.0 27.88 r
272.0 27.16 u
272.0 28.6 y
272.0 28.42 z
273.0 27.52 g
273.0 28.2 i
273.0 27.89 r
273.0 27.17 u
273.0 28.61 y
273.0 28.43 z
274.0 27.53 g
274.0 28.21 i
274.0 27.9 r
274.0 27.18 u
274.0 28.62 y
274.0 28.44 z
275.0 27.54 g
275.0 28.22 i
275.0 27.91 r
275.0 27.19 u
275.0 28.63 y
275.0 28.45 z
276.0 27.55 g
276.0 28.23 i
276.0 27.92 r
276.0 27.2 u
276.0 28.64 y
276.0 28.46 z
277.0 27.56 g
277.0 28.24 i
277.0 27.93 r
277.0 27.21 u
277.0 28.65 y
277.0 28.47 z
278.0 27.57 g
278.0 28.24 i
278.0 27.94 r
278.0 27.22 u
278.0 28.66 y
278.0 28.48 z
279.0 27.58 g
279.0 28.25 i
279.0 27.95 r
279.0 27.23 u
279.0 28.67 y
279.0 28.49 z
280.0 27.59 g
280.0 28.26 i
280.0 27.96 r
280.0 27.24 u
280.0 28.67 y
280.0 28.5 z
281.0 27.6 g
281.0 28.27 i
281.0 27.97 r
281.0 27.24 u
281.0 28.68 y
281.0 28.51 z
282.0 27.61 g
282.0 28.28 i
282.0 27.98 r
282.0 27.25 u
282.0 28.69 y
282.0 28.52 z
283.0 27.62 g
283.0 28.29 i
283.0 27.98 r
283.0 27.26 u
283.0 28.7 y
283.0 28.52 z
284.0 27.62 g
284.0 28.3 i
284.0 27.99 r
284.0 27.27 u
284.0 28.71 y
284.0 28.53 z
285.0 27.63 g
285.0 28.31 i
285.0 28.0 r
285.0 27.28 u
285.0 28.72 y
285.0 28.54 z
286.0 27.64 g
286.0 28.32 i
286.0 28.01 r
286.0 27.29 u
286.0 28.73 y
286.0 28.55 z
287.0 27.65 g
287.0 28.33 i
287.0 28.02 r
287.0 27.3 u
287.0 28.74 y
287.0 28.56 z
288.0 27.66 g
288.0 28.34 i
288.0 28.03 r
288.0 27.31 u
288.0 28.75 y
288.0 28.57 z
289.0 27.67 g
289.0 28.35 i
289.0 28.04 r
289.0 27.32 u
289.0 28.76 y
289.0 28.58 z
290.0 27.68 g
290.0 28.35 i
290.0 28.05 r
290.0 27.32 u
290.0 28.77 y
290.0 28.59 z
291.0 27.69 g
291.0 28.36 i
291.0 28.06 r
291.0 27.33 u
291.0 28.77 y
291.0 28.6 z
292.0 27.7 g
292.0 28.37 i
292.0 28.06 r
292.0 27.34 u
292.0 28.78 y
292.0 28.61 z
293.0 27.7 g
293.0 28.38 i
293.0 28.07 r
293.0 27.35 u
293.0 28.79 y
293.0 28.61 z
294.0 27.71 g
294.0 28.39 i
294.0 28.08 r
294.0 27.36 u
294.0 28.8 y
294.0 28.62 z
295.0 27.72 g
295.0 28.4 i
295.0 28.09 r
295.0 27.37 u
295.0 28.81 y
295.0 28.63 z
296.0 27.73 g
296.0 28.41 i
296.0 28.1 r
296.0 27.38 u
296.0 28.82 y
296.0 28.64 z
297.0 27.74 g
297.0 28.42 i
297.0 28.11 r
297.0 27.38 u
297.0 28.83 y
297.0 28.65 z
298.0 27.75 g
298.0 28.42 i
298.0 28.12 r
298.0 27.39 u
298.0 28.84 y
298.0 28.66 z
299.0 27.75 g
299.0 28.43 i
299.0 28.12 r
299.0 27.4 u
299.0 28.84 y
299.0 28.67 z
300.0 27.76 g
300.0 28.44 i
300.0 28.13 r
300.0 27.41 u
300.0 28.85 y
300.0 28.67 z
301.0 27.77 g
301.0 28.45 i
301.0 28.14 r
301.0 27.42 u
301.0 28.86 y
301.0 28.68 z
302.0 27.78 g
302.0 28.46 i
302.0 28.15 r
302.0 27.43 u
302.0 28.87 y
302.0 28.69 z
303.0 27.79 g
303.0 28.47 i
303.0 28.16 r
303.0 27.43 u
303.0 28.88 y
303.0 28.7 z
304.0 27.8 g
304.0 28.47 i
304.0 28.17 r
304.0 27.44 u
304.0 28.89 y
304.0 28.71 z
305.0 27.8 g
305.0 28.48 i
305.0 28.17 r
305.0 27.45 u
305.0 28.89 y
305.0 28.72 z
306.0 27.81 g
306.0 28.49 i
306.0 28.18 r
306.0 27.46 u
306.0 28.9 y
306.0 28.72 z
307.0 27.82 g
307.0 28.5 i
307.0 28.19 r
307.0 27.47 u
307.0 28.91 y
307.0 28.73 z
308.0 27.83 g
308.0 28.51 i
308.0 28.2 r
308.0 27.47 u
308.0 28.92 y
308.0 28.74 z
309.0 27.84 g
309.0 28.52 i
309.0 28.21 r
309.0 27.48 u
309.0 28.93 y
309.0 28.75 z
310.0 27.85 g
310.0 28.52 i
310.0 28.22 r
310.0 27.49 u
310.0 28.94 y
310.0 28.76 z
311.0 27.85 g
311.0 28.53 i
311.0 28.22 r
311.0 27.5 u
311.0 28.94 y
311.0 28.77 z
312.0 27.86 g
312.0 28.54 i
312.0 28.23 r
312.0 27.51 u
312.0 28.95 y
312.0 28.77 z
313.0 27.87 g
313.0 28.55 i
313.0 28.24 r
313.0 27.51 u
313.0 28.96 y
313.0 28.78 z
314.0 27.88 g
314.0 28.56 i
314.0 28.25 r
314.0 27.52 u
314.0 28.97 y
314.0 28.79 z
315.0 27.88 g
315.0 28.56 i
315.0 28.26 r
315.0 27.53 u
315.0 28.98 y
315.0 28.8 z
316.0 27.89 g
316.0 28.57 i
316.0 28.26 r
316.0 27.54 u
316.0 28.98 y
316.0 28.8 z
317.0 27.9 g
317.0 28.58 i
317.0 28.27 r
317.0 27.55 u
317.0 28.99 y
317.0 28.81 z
318.0 27.91 g
318.0 28.59 i
318.0 28.28 r
318.0 27.55 u
318.0 29.0 y
318.0 28.82 z
319.0 27.92 g
319.0 28.59 i
319.0 28.29 r
319.0 27.56 u
319.0 29.01 y
319.0 28.83 z
320.0 27.92 g
320.0 28.6 i
320.0 28.29 r
320.0 27.57 u
320.0 29.01 y
320.0 28.84 z
321.0 27.93 g
321.0 28.61 i
321.0 28.3 r
321.0 27.58 u
321.0 29.02 y
321.0 28.84 z
322.0 27.94 g
322.0 28.62 i
322.0 28.31 r
322.0 27.58 u
322.0 29.03 y
322.0 28.85 z
323.0 27.95 g
323.0 28.62 i
323.0 28.32 r
323.0 27.59 u
323.0 29.04 y
323.0 28.86 z
324.0 27.95 g
324.0 28.63 i
324.0 28.32 r
324.0 27.6 u
324.0 29.04 y
324.0 28.87 z
325.0 27.96 g
325.0 28.64 i
325.0 28.33 r
325.0 27.61 u
325.0 29.05 y
325.0 28.87 z
326.0 27.97 g
326.0 28.65 i
326.0 28.34 r
326.0 27.61 u
326.0 29.06 y
326.0 28.88 z
327.0 27.98 g
327.0 28.65 i
327.0 28.35 r
327.0 27.62 u
327.0 29.07 y
327.0 28.89 z
328.0 27.98 g
328.0 28.66 i
328.0 28.35 r
328.0 27.63 u
328.0 29.07 y
328.0 28.9 z
329.0 27.99 g
329.0 28.67 i
329.0 28.36 r
329.0 27.64 u
329.0 29.08 y
329.0 28.9 z
330.0 28.0 g
330.0 28.68 i
330.0 28.37 r
330.0 27.64 u
330.0 29.09 y
330.0 28.91 z
331.0 28.01 g
331.0 28.68 i
331.0 28.38 r
331.0 27.65 u
331.0 29.1 y
331.0 28.92 z
332.0 28.01 g
332.0 28.69 i
332.0 28.38 r
332.0 27.66 u
332.0 29.1 y
332.0 28.93 z
333.0 28.02 g
333.0 28.7 i
333.0 28.39 r
333.0 27.66 u
333.0 29.11 y
333.0 28.93 z
334.0 28.03 g
334.0 28.71 i
334.0 28.4 r
334.0 27.67 u
334.0 29.12 y
334.0 28.94 z
335.0 28.03 g
335.0 28.71 i
335.0 28.41 r
335.0 27.68 u
335.0 29.13 y
335.0 28.95 z
336.0 28.04 g
336.0 28.72 i
336.0 28.41 r
336.0 27.69 u
336.0 29.13 y
336.0 28.96 z
337.0 28.05 g
337.0 28.73 i
337.0 28.42 r
337.0 27.69 u
337.0 29.14 y
337.0 28.96 z
338.0 28.06 g
338.0 28.73 i
338.0 28.43 r
338.0 27.7 u
338.0 29.15 y
338.0 28.97 z
339.0 28.06 g
339.0 28.74 i
339.0 28.43 r
339.0 27.71 u
339.0 29.15 y
339.0 28.98 z
340.0 28.07 g
340.0 28.75 i
340.0 28.44 r
340.0 27.71 u
340.0 29.16 y
340.0 28.98 z
341.0 28.08 g
341.0 28.76 i
341.0 28.45 r
341.0 27.72 u
341.0 29.17 y
341.0 28.99 z
342.0 28.08 g
342.0 28.76 i
342.0 28.45 r
342.0 27.73 u
342.0 29.18 y
342.0 29.0 z
343.0 28.09 g
343.0 28.77 i
343.0 28.46 r
343.0 27.73 u
343.0 29.18 y
343.0 29.0 z
344.0 28.1 g
344.0 28.78 i
344.0 28.47 r
344.0 27.74 u
344.0 29.19 y
344.0 29.01 z
345.0 28.1 g
345.0 28.78 i
345.0 28.48 r
345.0 27.75 u
345.0 29.2 y
345.0 29.02 z
346.0 28.11 g
346.0 28.79 i
346.0 28.48 r
346.0 27.75 u
346.0 29.2 y
346.0 29.03 z
347.0 28.12 g
347.0 28.8 i
347.0 28.49 r
347.0 27.76 u
347.0 29.21 y
347.0 29.03 z
348.0 28.12 g
348.0 28.8 i
348.0 28.5 r
348.0 27.77 u
348.0 29.22 y
348.0 29.04 z
349.0 28.13 g
349.0 28.81 i
349.0 28.5 r
349.0 27.77 u
349.0 29.22 y
349.0 29.05 z
350.0 28.14 g
350.0 28.82 i
350.0 28.51 r
350.0 27.78 u
350.0 29.23 y
350.0 29.05 z
351.0 28.14 g
351.0 28.82 i
351.0 28.52 r
351.0 27.79 u
351.0 29.24 y
351.0 29.06 z
352.0 28.15 g
352.0 28.83 i
352.0 28.52 r
352.0 27.79 u
352.0 29.24 y
352.0 29.07 z
353.0 28.16 g
353.0 28.84 i
353.0 28.53 r
353.0 27.8 u
353.0 29.25 y
353.0 29.07 z
354.0 28.16 g
354.0 28.84 i
354.0 28.54 r
354.0 27.81 u
354.0 29.26 y
354.0 29.08 z
355.0 28.17 g
355.0 28.85 i
355.0 28.54 r
355.0 27.81 u
355.0 29.26 y
355.0 29.09 z
356.0 28.18 g
356.0 28.86 i
356.0 28.55 r
356.0 27.82 u
356.0 29.27 y
356.0 29.09 z
357.0 28.18 g
357.0 28.86 i
357.0 28.56 r
357.0 27.83 u
357.0 29.28 y
357.0 29.1 z
358.0 28.19 g
358.0 28.87 i
358.0 28.56 r
358.0 27.83 u
358.0 29.28 y
358.0 29.11 z
359.0 28.2 g
359.0 28.88 i
359.0 28.57 r
359.0 27.84 u
359.0 29.29 y
359.0 29.11 z
360.0 28.2 g
360.0 28.88 i
360.0 28.57 r
360.0 27.85 u
360.0 29.3 y
360.0 29.12 z
361.0 28.21 g
361.0 28.89 i
361.0 28.58 r
361.0 27.85 u
361.0 29.3 y
361.0 29.12 z
362.0 28.22 g
362.0 28.9 i
362.0 28.59 r
362.0 27.86 u
362.0 29.31 y
362.0 29.13 z
363.0 28.22 g
363.0 28.9 i
363.0 28.59 r
363.0 27.87 u
363.0 29.32 y
363.0 29.14 z
364.0 28.23 g
364.0 28.91 i
364.0 28.6 r
364.0 27.87 u
364.0 29.32 y
364.0 29.14 z
365.0 28.23 g
365.0 28.91 i
365.0 28.61 r
365.0 27.88 u
365.0 29.33 y
365.0 29.15 z
366.0 28.24 g
366.0 28.92 i
366.0 28.61 r
366.0 27.88 u
366.0 29.33 y
366.0 29.16 z
367.0 28.25 g
367.0 28.93 i
367.0 28.62 r
367.0 27.89 u
367.0 29.34 y
367.0 29.16 z
368.0 28.25 g
368.0 28.93 i
368.0 28.63 r
368.0 27.9 u
368.0 29.35 y
368.0 29.17 z
369.0 28.26 g
369.0 28.94 i
369.0 28.63 r
369.0 27.9 u
369.0 29.35 y
369.0 29.17 z
370.0 28.26 g
370.0 28.95 i
370.0 28.64 r
370.0 27.91 u
370.0 29.36 y
370.0 29.18 z
371.0 28.27 g
371.0 28.95 i
371.0 28.64 r
371.0 27.91 u
371.0 29.37 y
371.0 29.19 z
372.0 28.28 g
372.0 28.96 i
372.0 28.65 r
372.0 27.92 u
372.0 29.37 y
372.0 29.19 z
373.0 28.28 g
373.0 28.96 i
373.0 28.66 r
373.0 27.93 u
373.0 29.38 y
373.0 29.2 z
374.0 28.29 g
374.0 28.97 i
374.0 28.66 r
374.0 27.93 u
374.0 29.38 y
374.0 29.21 z
375.0 28.29 g
375.0 28.98 i
375.0 28.67 r
375.0 27.94 u
375.0 29.39 y
375.0 29.21 z
376.0 28.3 g
376.0 28.98 i
376.0 28.67 r
376.0 27.94 u
376.0 29.4 y
376.0 29.22 z
377.0 28.31 g
377.0 28.99 i
377.0 28.68 r
377.0 27.95 u
377.0 29.4 y
377.0 29.22 z
378.0 28.31 g
378.0 28.99 i
378.0 28.69 r
378.0 27.96 u
378.0 29.41 y
378.0 29.23 z
379.0 28.32 g
379.0 29.0 i
379.0 28.69 r
379.0 27.96 u
379.0 29.41 y
379.0 29.24 z
380.0 28.32 g
380.0 29.01 i
380.0 28.7 r
380.0 27.97 u
380.0 29.42 y
380.0 29.24 z
381.0 28.33 g
381.0 29.01 i
381.0 28.7 r
381.0 27.97 u
381.0 29.43 y
381.0 29.25 z
382.0 28.34 g
382.0 29.02 i
382.0 28.71 r
382.0 27.98 u
382.0 29.43 y
382.0 29.25 z
383.0 28.34 g
383.0 29.02 i
383.0 28.71 r
383.0 27.98 u
383.0 29.44 y
383.0 29.26 z
384.0 28.35 g
384.0 29.03 i
384.0 28.72 r
384.0 27.99 u
384.0 29.44 y
384.0 29.26 z
385.0 28.35 g
385.0 29.04 i
385.0 28.73 r
385.0 28.0 u
385.0 29.45 y
385.0 29.27 z
386.0 28.36 g
386.0 29.04 i
386.0 28.73 r
386.0 28.0 u
386.0 29.45 y
386.0 29.28 z
387.0 28.36 g
387.0 29.05 i
387.0 28.74 r
387.0 28.01 u
387.0 29.46 y
387.0 29.28 z
388.0 28.37 g
388.0 29.05 i
388.0 28.74 r
388.0 28.01 u
388.0 29.47 y
388.0 29.29 z
389.0 28.38 g
389.0 29.06 i
389.0 28.75 r
389.0 28.02 u
389.0 29.47 y
389.0 29.29 z
390.0 28.38 g
390.0 29.06 i
390.0 28.75 r
390.0 28.02 u
390.0 29.48 y
390.0 29.3 z
391.0 28.39 g
391.0 29.07 i
391.0 28.76 r
391.0 28.03 u
391.0 29.48 y
391.0 29.3 z
392.0 28.39 g
392.0 29.08 i
392.0 28.77 r
392.0 28.04 u
392.0 29.49 y
392.0 29.31 z
393.0 28.4 g
393.0 29.08 i
393.0 28.77 r
393.0 28.04 u
393.0 29.49 y
393.0 29.32 z
394.0 28.4 g
394.0 29.09 i
394.0 28.78 r
394.0 28.05 u
394.0 29.5 y
394.0 29.32 z
395.0 28.41 g
395.0 29.09 i
395.0 28.78 r
395.0 28.05 u
395.0 29.51 y
395.0 29.33 z
396.0 28.41 g
396.0 29.1 i
396.0 28.79 r
396.0 28.06 u
396.0 29.51 y
396.0 29.33 z
397.0 28.42 g
397.0 29.1 i
397.0 28.79 r
397.0 28.06 u
397.0 29.52 y
397.0 29.34 z
398.0 28.43 g
398.0 29.11 i
398.0 28.8 r
398.0 28.07 u
398.0 29.52 y
398.0 29.34 z
399.0 28.43 g
399.0 29.11 i
399.0 28.8 r
399.0 28.07 u
399.0 29.53 y
399.0 29.35 z
400.0 28.44 g
400.0 29.12 i
400.0 28.81 r
400.0 28.08 u
400.0 29.53 y
400.0 29.35 z
401.0 28.44 g
401.0 29.12 i
401.0 28.82 r
401.0 28.08 u
401.0 29.54 y
401.0 29.36 z
402.0 28.45 g
402.0 29.13 i
402.0 28.82 r
402.0 28.09 u
402.0 29.54 y
402.0 29.36 z
403.0 28.45 g
403.0 29.14 i
403.0 28.83 r
403.0 28.1 u
403.0 29.55 y
403.0 29.37 z
404.0 28.46 g
404.0 29.14 i
404.0 28.83 r
404.0 28.1 u
404.0 29.55 y
404.0 29.38 z
405.0 28.46 g
405.0 29.15 i
405.0 28.84 r
405.0 28.11 u
405.0 29.56 y
405.0 29.38 z
406.0 28.47 g
406.0 29.15 i
406.0 28.84 r
406.0 28.11 u
406.0 29.56 y
406.0 29.39 z
407.0 28.47 g
407.0 29.16 i
407.0 28.85 r
407.0 28.12 u
407.0 29.57 y
407.0 29.39 z
408.0 28.48 g
408.0 29.16 i
408.0 28.85 r
408.0 28.12 u
408.0 29.58 y
408.0 29.4 z
409.0 28.48 g
409.0 29.17 i
409.0 28.86 r
409.0 28.13 u
409.0 29.58 y
409.0 29.4 z
410.0 28.49 g
410.0 29.17 i
410.0 28.86 r
410.0 28.13 u
410.0 29.59 y
410.0 29.41 z
411.0 28.49 g
411.0 29.18 i
411.0 28.87 r
411.0 28.14 u
411.0 29.59 y
411.0 29.41 z
412.0 28.5 g
412.0 29.18 i
412.0 28.87 r
412.0 28.14 u
412.0 29.6 y
412.0 29.42 z
413.0 28.5 g
413.0 29.19 i
413.0 28.88 r
413.0 28.15 u
413.0 29.6 y
413.0 29.42 z
414.0 28.51 g
414.0 29.19 i
414.0 28.88 r
414.0 28.15 u
414.0 29.61 y
414.0 29.43 z
415.0 28.51 g
415.0 29.2 i
415.0 28.89 r
415.0 28.16 u
415.0 29.61 y
415.0 29.43 z
416.0 28.52 g
416.0 29.2 i
416.0 28.89 r
416.0 28.16 u
416.0 29.62 y
416.0 29.44 z
417.0 28.52 g
417.0 29.21 i
417.0 28.9 r
417.0 28.17 u
417.0 29.62 y
417.0 29.44 z
418.0 28.53 g
418.0 29.21 i
418.0 28.9 r
418.0 28.17 u
418.0 29.63 y
418.0 29.45 z
419.0 28.53 g
419.0 29.22 i
419.0 28.91 r
419.0 28.18 u
419.0 29.63 y
419.0 29.45 z
420.0 28.54 g
420.0 29.22 i
420.0 28.91 r
420.0 28.18 u
420.0 29.64 y
420.0 29.46 z
421.0 28.54 g
421.0 29.23 i
421.0 28.92 r
421.0 28.19 u
421.0 29.64 y
421.0 29.46 z
422.0 28.55 g
422.0 29.23 i
422.0 28.92 r
422.0 28.19 u
422.0 29.65 y
422.0 29.47 z
423.0 28.55 g
423.0 29.24 i
423.0 28.93 r
423.0 28.2 u
423.0 29.65 y
423.0 29.47 z
424.0 28.56 g
424.0 29.24 i
424.0 28.93 r
424.0 28.2 u
424.0 29.66 y
424.0 29.48 z
425.0 28.56 g
425.0 29.25 i
425.0 28.94 r
425.0 28.21 u
425.0 29.66 y
425.0 29.48 z
426.0 28.57 g
426.0 29.25 i
426.0 28.94 r
426.0 28.21 u
426.0 29.67 y
426.0 29.49 z
427.0 28.57 g
427.0 29.26 i
427.0 28.95 r
427.0 28.22 u
427.0 29.67 y
427.0 29.49 z
428.0 28.58 g
428.0 29.26 i
428.0 28.95 r
428.0 28.22 u
428.0 29.68 y
428.0 29.5 z
429.0 28.58 g
429.0 29.27 i
429.0 28.96 r
429.0 28.22 u
429.0 29.68 y
429.0 29.5 z
430.0 28.59 g
430.0 29.27 i
430.0 28.96 r
430.0 28.23 u
430.0 29.69 y
430.0 29.51 z
431.0 28.59 g
431.0 29.28 i
431.0 28.97 r
431.0 28.23 u
431.0 29.69 y
431.0 29.51 z
432.0 28.6 g
432.0 29.28 i
432.0 28.97 r
432.0 28.24 u
432.0 29.69 y
432.0 29.52 z
433.0 28.6 g
433.0 29.29 i
433.0 28.98 r
433.0 28.24 u
433.0 29.7 y
433.0 29.52 z
434.0 28.61 g
434.0 29.29 i
434.0 28.98 r
434.0 28.25 u
434.0 29.7 y
434.0 29.53 z
435.0 28.61 g
435.0 29.29 i
435.0 28.99 r
435.0 28.25 u
435.0 29.71 y
435.0 29.53 z
436.0 28.62 g
436.0 29.3 i
436.0 28.99 r
436.0 28.26 u
436.0 29.71 y
436.0 29.53 z
437.0 28.62 g
437.0 29.3 i
437.0 28.99 r
437.0 28.26 u
437.0 29.72 y
437.0 29.54 z
438.0 28.63 g
438.0 29.31 i
438.0 29.0 r
438.0 28.27 u
438.0 29.72 y
438.0 29.54 z
439.0 28.63 g
439.0 29.31 i
439.0 29.0 r
439.0 28.27 u
439.0 29.73 y
439.0 29.55 z
440.0 28.63 g
440.0 29.32 i
440.0 29.01 r
440.0 28.28 u
440.0 29.73 y
440.0 29.55 z
441.0 28.64 g
441.0 29.32 i
441.0 29.01 r
441.0 28.28 u
441.0 29.74 y
441.0 29.56 z
442.0 28.64 g
442.0 29.33 i
442.0 29.02 r
442.0 28.28 u
442.0 29.74 y
442.0 29.56 z
443.0 28.65 g
443.0 29.33 i
443.0 29.02 r
443.0 28.29 u
443.0 29.75 y
443.0 29.57 z
444.0 28.65 g
444.0 29.34 i
444.0 29.03 r
444.0 28.29 u
444.0 29.75 y
444.0 29.57 z
445.0 28.66 g
